"Species.FishBase","Lon","Lat","RangeSize","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","UV","Length","BodyMass","Low_Elev","Up_Elev","Deep","IUCN.Categories","Habitat","Map.Source","Seq.Names","Accession","Species.NCBI","Order.FTL","Family.FTL","Species.FTL","Backbone","MolRateAll","MolRate12nd","MolRate3rd","Clade","dN","dS","W","Clade.Age","Clade.Age.SD","Tip.Age","Tip.Age.SD","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU","Div.Rate","Div.Rate.DNA","ClaDS.Rate","ClaDS.Rate.DNA","BAMM.Lambda","BAMM.Lambda.DNA","NTR","NTR.DNA"
"Parastromateus_niger",108.29389861,1.34800389,11889861.0586295,27.8339309692383,5.38684701919556,29.743185043335,25.5511169433594,4242.50546875,75,8433.97,15,40,27.5,2,"Marine","AquMap","Parastromateus_niger_KJ192332.1","KJ192332.1","Parastromateus_niger","Carangiformes","Carangidae","Parastromateus_niger","Carangidae",0.00883594,0.00172017,0.04998922,4724,0.00107566666666667,0.109719666666667,0.00980377264483122,15.94570452,1.0269801799797,7.69966199,1.05380799947123,0.000142361393024099,0.000142108183806382,0.000102652545595449,0.000213800713486174,0.000109664999367824,0.000179997146351987,0.0145210826670032,0.014495254934467,0.010470718703332,0.0218080040441263,0.0111859998533974,0.0183599878202893,0.0483543265550049,0.0483543242532549,0.082554963,0.047675681,0.083763922,0.05787734,34,34
"Uraspis_secunda",7.71460554,0.42304471,125777595.842392,26.4523010253906,5.1583948135376,28.3768215179443,24.543514251709,4415.09901367187,50,1942.08,1,36,18.5,2,"Marine","AquMap","Uraspis_secunda_KT819204.1","KT819204.1","Uraspis_secunda","Carangiformes","Carangidae","Uraspis_secunda","Carangidae",0.01100639,0.00172687,0.06728714,4724,0.00103933333333333,0.142733,0.00728166109682648,15.94570452,1.0269801799797,7.69966191,1.05380798637322,0.000137552782112958,0.000137308133406302,9.91851989980195e-05,0.000206579059389492,0.000105960795147247,0.000173917292322744,0.018890302677353,0.0188567047519067,0.0136212325291061,0.0283697712160106,0.0145517339708967,0.0238842882153004,0.128297229350156,0.128297225369788,0.088194464,0.044132659,0.083814519,0.05787734,35,35
"Alectis_indica",105.43157835,0.38028821,12795483.4389551,28.0113658905029,5.05323314666748,29.767017364502,25.8860931396484,2679.01196289062,165,29690.84,20,100,60,2,"Marine","AquMap","Alectis_indica_KP710215.1","KP710215.1","Alectis_indica","Carangiformes","Carangidae","Alectis_indica","Carangidae",0.01318132,0.00285077,0.08090255,4724,0.002753,0.152996333333333,0.0179938952785361,15.94570452,1.0269801799797,6.72624582,0.7162389449946,0.000413947069225042,0.00040815503768389,0.000318124045728974,0.000525351602007519,0.00033396757989965,0.000510169451713056,0.0230048615276102,0.0226829728286101,0.0176795541379218,0.0291961020043382,0.018560049101654,0.0283523630551306,0.0532979322398781,0.0532979319069004,0.082541522,0.042774462,0.083814519,0.05787734,35,35
"Alectis_ciliaris",59.45432839,3.62202985,17525267.2428075,26.8007354736328,5.90948438644409,29.0057067871094,24.3866386413574,2553.83349609375,150,43009.09,60,100,80,2,"Marine","AquMap","Alectis_ciliaris_KM522837.1","KM522837.1","Alectis_ciliaris","Carangiformes","Carangidae","Alectis_ciliaris","Carangidae",0.01109669,0.00263114,0.05922214,4724,0.001289,0.128080666666667,0.0100639701021752,15.94570452,1.0269801799797,6.72624582,0.7162389449946,0.000193816844253934,0.000191104919569391,0.000148950924425952,0.000245978283686048,0.000156369128401979,0.000238869750547813,0.0192584876829118,0.0189890190083222,0.0148004140427403,0.0244414759969213,0.0155375191713042,0.0237351411145572,0.0439322627425113,0.0439322622900395,0.08284784,0.053959652,0.083731422,0.05787734,34,34
"Carangoides_malabaricus",109.72811117,0.48204924,12943504.3645791,27.9448928833008,5.15185546875,29.7494049072266,25.7742938995361,1600.03754882813,60,4035.19,20,140,80,2,"Marine","AquMap","Carangoides_malabaricus_KJ174514.1","KJ174514.1","Carangoides_malabaricus","Carangiformes","Carangidae","Carangoides_malabaricus","Carangidae",0.01275695,0.00210665,0.07860144,4724,0.00119733333333333,0.145771,0.00821379652560066,15.94570452,1.0269801799797,5.61949109,0.597824529704415,0.000215518944066875,0.000211951133736213,0.000164396466794065,0.000294955965587047,0.000174103636145863,0.000266457061142229,0.0262386514439636,0.0258042834486593,0.0200146748561005,0.0359098213192562,0.0211964875929442,0.0324401828450144,0.0855771658609579,0.0855771654317377,0.083199061,0.037236235,0.083770383,0.05787734,36,36
"Carangoides_armatus",96.0465196,4.18462522,9476400.97363099,28.1976718902588,5.22873449325562,30.0042991638184,25.9793701171875,3778.63304443359,58,3218.85,1,59,30,2,"Marine","AquMap","Carangoides_armatus_AP004444.1","AP004444.1","Carangoides_armatus","Carangiformes","Carangidae","Carangoides_armatus","Carangidae",0.01298167,0.0024075,0.08282481,4724,0.00109733333333333,0.131175666666667,0.00836537264279198,15.94570452,1.0269801799797,5.05159468,0.599113257201663,0.000220391457235843,0.00021830210501653,0.000160832813020618,0.000312184004969909,0.000181232891414261,0.000279325118062685,0.0263456831687878,0.0260959211667193,0.019226018957948,0.0373186011311644,0.0216646525089854,0.0333906366147796,0.105997143893168,0.105997142576177,0.081875483,0.051429362,0.083814519,0.05787734,35,35
"Carangoides_plagiotaenia",96.26227103,0.24482083,13852883.8367988,28.1437377929688,4.82536029815674,29.7973651885986,26.143648147583,0,50,2028.29,2,200,101,2,"Marine","AquMap","Carangoides_plagiotaenia_MT677872.1","MT677872.1","Carangoides_plagiotaenia","Carangiformes","Carangidae","Carangoides_plagiotaenia","Carangidae",0.01408783,0.00242852,0.08809672,4724,0.00113233333333333,0.142392666666667,0.00795218854903576,15.94570452,1.0269801799797,5.05159468,0.599113257201663,0.000227420953897375,0.000225264960735465,0.000165962656692296,0.000322141271228062,0.0001870134058731,0.000288234333553749,0.028598536427428,0.0283274169552707,0.0208700605712398,0.0405097627202417,0.0235172248142652,0.0362459129051585,0.105543697975017,NA,0.104292488,NA,0.08390961,NA,41,NA
"Selaroides_leptolepis",113.01998023,0.22111064,10523629.3393051,28.0515213012695,4.99177885055542,29.7761669158936,25.9485702514648,4018.80432128906,22,142.57,1,50,25.5,2,"Marine","AquMap","Selaroides_leptolepis_KM522839.1","KM522839.1","Selaroides_leptolepis","Carangiformes","Carangidae","Selaroides_leptolepis","Carangidae",0.01782101,0.00304609,0.10524522,4724,0.002571,0.271731,0.00946156308996765,15.94570452,1.0269801799797,9.74856268,0.704572923600207,0.000265111717186787,0.000264016106275011,0.00021772794998507,0.000320028599677581,0.00022969905714844,0.00031224886896076,0.0280198646530077,0.0279040686791968,0.0230118372529728,0.0338240728973119,0.0242770729280447,0.0330018270756811,0.0462195133551668,0.0375297942734012,0.087346938,0.048984194,0.08377173,0.057861466,34,33
"Gnathanodon_speciosus",91.42414275,1.1123296,14774912.3066288,27.7999019622803,5.22269153594971,29.6451454162598,25.6253623962402,1007.73903320312,120,22828.24,1,162,81.5,2,"Marine","AquMap","Gnathanodon_speciosus_MT922005.1","MT922005.1","Gnathanodon_speciosus","Carangiformes","Carangidae","Gnathanodon_speciosus","Carangidae",0.01381072,0.00367215,0.08372604,4724,0.00237733333333333,0.185095333333333,0.0128438318272026,15.94570452,1.0269801799797,8.89137189,0.705050517898403,0.000269051789282465,0.000267707698035623,0.000226109818926679,0.000322414328179541,0.000228678825855,0.000313274639161918,0.0209479377262343,0.0208432889528055,0.0176045452765732,0.0251026588106428,0.0178045640064105,0.0243910573866608,0.0783135552417595,0.0783135522731604,0.100341788,0.065015676,0.083864432,0.057861466,34,34
"Atule_mate",105.37823605,-0.05487678,12846088.8899335,28.0213603973389,4.9626636505127,29.7408027648926,25.9466114044189,3215.73603515625,30,546.34,1,80,40.5,2,"Marine","AquMap","Atule_mate_KM522838.1","KM522838.1","Atule_mate","Carangiformes","Carangidae","Atule_mate","Carangidae",0.01791215,0.00460659,0.0881307,4724,0.00103066666666667,0.137913333333333,0.00747329240585875,15.94570452,1.0269801799797,3.99016335,0.473254322578633,0.000261707773538675,0.000264498699224032,0.000178363801700986,0.000344515260232142,0.000200871767941544,0.000320210906535794,0.0350190731642599,0.035392526460851,0.0238668303091093,0.0460995290324859,0.02687861748646,0.042847367551785,0.0831076659302226,0.0442794391338142,0.079767697,0.04512965,0.083766479,0.057861466,35,34
"Alepes_kleinii",117.30007037,0.23153947,7330703.91171892,28.1230449676514,4.97942590713501,29.8092784881592,26.0051097869873,4282.2046875,18.20000076,47.12,0,40,20,2,"Marine","AquMap","Alepes_kleinii_KF728081.1","KF728081.1","Alepes_kleinii","Carangiformes","Carangidae","Alepes_kleinii","Carangidae",0.01729991,0.00412044,0.0876199,4724,0.000802666666666667,0.0915703333333333,0.00876557545930087,15.94570452,1.0269801799797,2.61475368,0.462891658273848,0.000315807269201314,0.000316338918266193,0.000198570310258688,0.000434556715155472,0.000212130434166036,0.000416477068551051,0.0360281273793863,0.036088779308897,0.022653425457423,0.0495753778143999,0.0242004002077184,0.047512803977877,0.072425126320934,0.072425125050404,0.079260792,0.033772591,0.083770383,0.057861466,35,35
"Alepes_djedaba",104.76684297,0.06347535,11317543.2877258,27.9663372039795,5.04323101043701,29.7254104614258,25.8388195037842,4005.42736816406,40,947.54,0,50,25,2,"Marine","AquMap","Alepes_djedaba_KP408222.1","KP408222.1","Alepes_djedaba","Carangiformes","Carangidae","Alepes_djedaba","Carangidae",0.01597078,0.00422932,0.08091256,4724,0.000849,0.0840076666666667,0.0101062204640053,15.94570452,1.0269801799797,2.61475368,0.462891658273848,0.000334037007747403,0.00033459934585714,0.000210032632985415,0.000459641176703068,0.000224375504909009,0.000440517896013093,0.0330526143712304,0.0331082571421099,0.0207825105076102,0.0454810162058254,0.022201722761556,0.0435887874781734,0.072425126320934,0.072425125050404,0.086027991,0.039238913,0.083770383,0.057861466,35,35
"Caranx_crysos",-44.34268088,16.64692715,5933479.73817453,25.1860542297363,7.49286413192749,28.149299621582,22.1052017211914,2312.79809570312,70,5544,0,100,50,2,"Marine","AquMap","Caranx_crysos_MW435597.1","MW435597.1","Caranx_crysos","Carangiformes","Carangidae","Caranx_crysos","Carangidae",0.01240575,0.00251038,0.07000113,4724,0.000832,0.130548666666667,0.00637310224028842,15.94570452,1.0269801799797,6.44701419,0.709427894483511,0.000130653314675652,0.00012910627367478,9.87289244302469e-05,0.000190884879898537,0.000104129323814771,0.000164512998326815,0.0205007404164505,0.0202579950559427,0.0154915017377438,0.0299516424970924,0.0163388754626442,0.0258136449289678,0.180656975323895,0.155567678311791,0.098595865,0.045136018,0.08390961,0.058204558,42,40
"Megalaspis_cordyla",110.62604088,2.68599814,11199132.0543286,27.8666477203369,5.4634428024292,29.7996921539307,25.5349655151367,2652.00268554688,80,3714,1,100,50.5,2,"Marine","AquMap","Megalaspis_cordyla_KM522836.1","KM522836.1","Megalaspis_cordyla","Carangiformes","Carangidae","Megalaspis_cordyla","Carangidae",0.012501,0.00344569,0.07144695,4724,0.001514,0.114261666666667,0.0132502880814505,15.94570452,1.0269801799797,4.73783999,0.661785414445527,0.000325756923364955,0.000317214008397663,0.000227980014254021,0.000455061203327297,0.000244155586814444,0.000413367032191193,0.0245848936538213,0.0239401593722133,0.0172056647261261,0.0343434950644094,0.0184264361132077,0.0311968335820472,0.0345821812494588,0.0345821801279851,0.103189618,0.064911768,0.083615759,0.057861466,32,32
"Caranx_ignobilis",102.05315222,-0.08456405,14917619.7079785,27.8176555633545,5.10606527328491,29.621072769165,25.6931591033936,318.38103515625,170,90675.7,10,188,99,2,"Marine","AquMap","Caranx_ignobilis_KF649842.1","KF649842.1","Caranx_ignobilis","Carangiformes","Carangidae","Caranx_ignobilis","Carangidae",0.01224162,0.00275884,0.07096915,4724,0.000796,0.0780403333333333,0.0101998539216901,15.94570452,1.0269801799797,3.46881619,0.585822239812215,0.000236729553455205,0.0002318777148872,0.000169035930328316,0.000418372656508691,0.000173956038022219,0.000352973303053828,0.023209112137557,0.0227334348773476,0.016572387372025,0.0410175145370482,0.0170547577796483,0.0346057213920709,0.103338335556763,0.094760552550508,0.103244639,0.066467932,0.083929881,0.058204558,40,38
"Caranx_tille",113.53892529,-0.719681,11416025.7749754,28.1409454345703,4.77016496658325,29.7793788909912,26.1612548828125,2154.1896484375,80,9203.57,30,120,75,2,"Marine","AquMap","Caranx_tille_KT805946.1","KT805946.1","Caranx_tille","Carangiformes","Carangidae","Caranx_tille","Carangidae",0.01041605,0.00299821,0.05595944,4724,0.000455333333333333,0.052551,0.00866459883414842,15.94570452,1.0269801799797,2.3081432,0.489435185247508,0.000207307584456801,0.0002004007764814,0.00012541755737463,0.00049460765410776,0.000132894439691126,0.000324433714647686,0.0239258145039297,0.0231286849301773,0.014474710228977,0.0570837338894954,0.0153376333093888,0.0374435932762457,0.0783135552417595,0.0783135522731604,0.100329512,0.066533359,0.083864432,0.057861466,34,34
"Caranx_melampygus",88.75504971,0.69770244,15829049.6407882,27.8681983947754,5.09502077102661,29.6548290252686,25.7535228729248,266.53974609375,117,27107.41,1,190,95.5,2,"Marine","AquMap","Caranx_melampygus_KF649843.1","KF649843.1","Caranx_melampygus","Carangiformes","Carangidae","Caranx_melampygus","Carangidae",0.01254836,0.00315337,0.06692439,4724,0.000568333333333333,0.0702696666666667,0.00808788998572167,15.94570452,1.0269801799797,2.3081432,0.489435185247508,0.000258755074303693,0.000250134204905408,0.000156542412389271,0.000617354355969056,0.000165874831386069,0.000404948377360399,0.031992902321928,0.0309270038720845,0.019355160946258,0.0763307064090796,0.0205090365569888,0.0500684823947029,0.100270962359593,0.0988005630493023,0.113626061,0.072034453,0.083904312,0.058204558,38,37
"Psammoperca_waigiensis",110.95213332,-0.45622213,8705731.25748788,27.8792629241943,4.95264434814453,29.6303329467773,25.8138389587402,4992.042578125,47,1192.15,3,12,7.5,1,"Marine","AquMap","Psammoperca_waigiensis_KY213964.1","KY213964.1","Psammoperca_waigiensis","Incertae-sedis-in-Carangaria","Centropomidae","Psammoperca_waigiensis","Centropomidae",0.00485581,0.00070621,0.04775878,4750,0.009644,0.407998333333333,0.023637351459769,76.18747448,1.95301363715676,63.01953591,2.58742021890115,0.000153285929675979,0.000153293440061334,0.00013937274777491,0.000166687905950687,0.000141474373461549,0.000165473907826112,0.00648490292733824,0.00648522066113206,0.00589629290794798,0.00705188592023059,0.00598520412501966,0.00700052660754949,0.0155929467301402,0.0155929467291904,0.060714102,0.020622058,0.074605041,0.054997169,28,28
"Lates_calcarifer",118.27604595,0.77663324,7611117.41384376,26.8973653793335,8.94891092300415,28.5845569610596,24.8181335449219,4767.25825195313,200,88483.44,10,40,25,2,"Marine&Freshwater","AquMap","Lates_calcarifer_DQ010541.1","DQ010541.1","Lates_calcarifer","Incertae-sedis-in-Carangaria","Centropomidae","Lates_calcarifer","Centropomidae",0.00477801,0.00096165,0.03925752,4750,0.00674833333333333,0.141711333333333,0.0476202797235695,76.18747448,1.95301363715676,27.490789,1.45394614025161,0.000246154284297913,0.000245053505021709,0.00021151759649311,0.000280986932143731,0.000219901152823631,0.000272922139326375,0.00516910622379397,0.00514599045709554,0.00444175459953085,0.0059005729024447,0.00461780472731646,0.00573121663523731,0.0615244817010952,0.0349430608255007,0.065669941,0.019122458,0.075175847,0.054997169,31,30
"Lates_niloticus",12.68792606,4.58225647,3461823.11113602,24.9698059082031,15.2518090820313,27.5590637207031,23.134016418457,5603.017578125,200,99534.89,NA,NA,NA,2,"Freshwater","AquMap","Lates_niloticus_KY213963.1","KY213963.1","Lates_niloticus","Incertae-sedis-in-Carangaria","Centropomidae","Lates_niloticus","Centropomidae",0.00581461,0.00118766,0.04483981,4750,0.006548,0.140122333333333,0.0467305949325232,76.18747448,1.95301363715676,21.35190973,1.51546307624019,0.000308243458404292,0.000306833625184976,0.000267713929105034,0.00037986940451874,0.000272714800982764,0.000359427205009022,0.00659618091422506,0.00656601153116131,0.00572887910996212,0.00812892292655922,0.00583589405135011,0.00769147505029667,0.150928031934142,0.0464939963667343,0.067601515,0.022813792,0.075170131,0.054997169,33,30
"Lates_japonicus",131.90143459,32.27285557,2103.77109232368,20.0926593780518,39.3500115203857,27.5232137680054,13.1400871276855,3049.00369140625,130,35415.64,NA,NA,NA,4,"Marine&Freshwater","IUCN","Lates_japonicus_KY213961.1","KY213961.1","Lates_japonicus","Incertae-sedis-in-Carangaria","Centropomidae","Lates_japonicus","Centropomidae",0.00479212,0.00087574,0.03994603,4750,0.003617,0.131891666666667,0.0274240222404751,76.18747448,1.95301363715676,21.35190973,1.51546307624019,0.000170268263446598,0.000169489496379667,0.000147880464504109,0.000209833175953617,0.000150642858148237,0.000198541264587299,0.00620872685828336,0.00618032959911756,0.00539236962424325,0.00765143690862108,0.00549309859900505,0.00723968434850056,0.0919363477116034,0.0349430608255007,0.067606794,0.021382535,0.075170292,0.054997169,32,30
"Lactarius_lactarius",110.04643871,1.21347545,11610992.2265981,28.2909717559814,4.82214069366455,29.9210224151611,26.2520580291748,2715.8955078125,40,869.88,15,100,57.5,1,"Marine","AquMap","Lactarius_lactarius_MN952976.1","MN952976.1","Lactarius_lactarius","Incertae-sedis-in-Carangaria","Lactariidae","Lactarius_lactarius","Lactariidae",0.00420118,0.0007523,0.03332121,4750,0.0111976666666667,0.320640333333333,0.0349228263027837,76.18747448,1.95301363715676,68.45,0,0.000163588994399805,0.000163588994399805,0.000163588994399805,0.000163588994399805,0.000163588994399805,0.000163588994399805,0.00468429997565133,0.00468429997565133,0.00468429997565133,0.00468429997565133,0.00468429997565133,0.00468429997565133,0.0135073112338588,0.0135073112324334,0.048252807,0.030458827,0.040413679,0.054997169,27,27
"Sphyraena_jello",109.20873085,0.3218389,13172265.0959223,28.0043659210205,5.06902980804443,29.7709045410156,25.8696002960205,0,150,20207.45,20,200,110,1,"Marine","AquMap","Sphyraena_jello_KT445895.1","KT445895.1","Sphyraena_jello","Incertae-sedis-in-Carangaria","Sphyraenidae","Sphyraena_jello","Sphyraenidae",0.00484303,0.00078578,0.04453306,4750,0.00845733333333333,0.314484666666667,0.0268926730926998,76.18747448,1.95301363715676,55.43334849,1.28488313307411,0.000152649278134091,0.000152497215097495,0.000144848298040205,0.000163304784217431,0.00014628488270441,0.000160478490641637,0.0056762404245909,0.00567058598346966,0.00538616215431277,0.0060724638140104,0.00543958133875952,0.00596736851292035,0.0256703473328983,0.0257723410021059,0.03829002,0.012139753,0.040605983,0.055401404,33,33
"Sphyraena_pinguis",132.25404584,2.57100518,4965730.03290668,27.4247531890869,5.54637098312378,29.492317199707,25.0933322906494,4939.97791992187,50,688.77,3,6,4.5,1,"Marine","AquMap","Sphyraena_pinguis_MN967008.1","MN967008.1","Sphyraena_pinguis","Incertae-sedis-in-Carangaria","Sphyraenidae","Sphyraena_pinguis","Sphyraenidae",0.01314208,0.0022902,0.10431434,4750,0.0191916666666667,0.745553333333333,0.0257415074262516,76.18747448,1.95301363715676,50.58372332,1.36148909718152,0.000379677445699685,0.000378241399448366,0.000359251956497387,0.000405281674424106,0.000363620477723524,0.000400027366034247,0.014749619725552,0.0146938325399945,0.0139561351458002,0.0157442867549704,0.0141258424264889,0.0155401686237805,0.0309147508844749,0.0309147508840083,0.047966003,0.020492275,0.040641775,0.054973957,31,31
"Sphyraena_japonica",127.69361705,30.83375908,762015.770960876,21.5645370483398,13.8403100967407,27.8274269104004,15.8519725799561,1626.85656738281,35,222.15,5,100,52.5,1,"Marine","Marine GBIF","Sphyraena_japonica_NC_022489.1","NC_022489.1","Sphyraena_japonica","Incertae-sedis-in-Carangaria","Sphyraenidae","Sphyraena_japonica","Sphyraenidae",0.01462266,0.00298199,0.08615587,4750,0.0241363333333333,0.639713666666667,0.037729901033848,76.18747448,1.95301363715676,50.58372332,1.36148909718152,0.000477500028930413,0.0004756939903197,0.000451811982944321,0.000509701098799394,0.000457306038584154,0.000503093035990861,0.0126557455982204,0.0126078780300258,0.0119749050637317,0.0135092084747886,0.0121205204904699,0.0133340672041395,0.0268960939214642,0.026896093921111,0.041544114,0.022498096,0.040684374,0.054997169,31,31
"Scophthalmus_maximus",4.73824168,53.86601873,1834488.80123772,11.4766645431519,13.0827255249023,17.2104930877686,6.14545965194702,474.530895996094,100,18917.1,0,140,70,2,"Marine","AquMap","Psetta_maxima_EU419747.1","EU419747.1","Psetta_maxima","Pleuronectiformes","Scophthalmidae","Scophthalmus_maximus","Scophthalmidae",0.00806354,0.00168475,0.02209924,4759,0.01029,0.270650666666667,0.0380194888367785,75.25408191,0.739941746215393,33.37195986,1.61113989148784,0.000309083604404411,0.00030813745164509,0.000280951512055646,0.00036403945395214,0.000285369160680058,0.000349301847117536,0.00812960967811371,0.00810472368442287,0.00738967094644009,0.00957507491789271,0.00750586526571085,0.00918744196212433,0.0549334009898343,0.0549334008963705,0.055877125,0.023247368,0.135658502,0.058822112,33,33
"Zeugopterus_punctatus",0.46935944,54.96136966,850067.714396664,11.1480388641357,11.7164745330811,16.1162109375,6.29322814941406,1161.84931640625,25,347.48,1,40,20.5,2,"Marine","AquMap","Zeugopterus_punctatus_MT410862.1","MT410862.1","Zeugopterus_punctatus","Pleuronectiformes","Scophthalmidae","Zeugopterus_punctatus","Scophthalmidae",0.00760333,0.00157496,0.02420915,4759,0.01036,0.252134,0.0410892620590638,75.25408191,0.739941746215393,33.37195986,1.61113989148784,0.000311186213958183,0.000310233624785533,0.000282862746831534,0.000366515912822563,0.000287310447487405,0.000351678050159152,0.00757341938900892,0.00755023597989146,0.00688410384262762,0.00891999258335946,0.00699234868405302,0.00855887968135403,0.0452001468500556,0.029374237945358,0.054173608,0.020303365,0.135609004,0.058822112,34,33
"Peltorhamphus_novaezeelandiae",156.1172531,-41.49545502,404989.249633167,14.5222148895264,6.63457775115967,17.50364112854,12.1363115310669,1965.27532226562,35,600,27,49,38,1,"Marine","AquMap","Peltorhamphus_novaezeelandiae_JQ639065.1","JQ639065.1","Peltorhamphus_novaezeelandiae","Pleuronectiformes","Pleuronectidae","Peltorhamphus_novaezeelandiae","Pleuronectidae",0.01032881,0.00196682,0.02623708,4759,0.013085,0.425778333333333,0.0307319536378475,75.25408191,0.739941746215393,44.58614094,1.41687352836889,0.000293776811142094,0.000292055818684682,0.000274531353893385,0.000326475134920185,0.000278841140418948,0.000316471428754397,0.00955932755216371,0.00950332745279833,0.00893309150236677,0.0106233120994338,0.0090733294636871,0.0102977972856451,0.263771253880219,NA,0.133218231,NA,0.143465927,NA,43,NA
"Pelotretis_flavilatus",134.77478657,-41.72369778,621404.668966521,12.0103076100349,2.6367392539978,11.0922899246216,9.43306636810303,0.001,38,874.7602471,4,385,194.5,2,"Marine","AquMap","Pelotretis_flavilatus_KC554065.1","KC554065.1","Pelotretis_flavilatus","Pleuronectiformes","Pleuronectidae","Pelotretis_flavilatus","Pleuronectidae",0.01633072,0.00384527,0.03550178,4759,0.0242793333333333,0.375933333333333,0.0645841461251995,75.25408191,0.739941746215393,39.16645991,1.56336559171551,0.000620884362120874,0.000616610120062224,0.00057019938605438,0.000678552657001591,0.00057509053353968,0.000668169373119559,0.00961357236057994,0.00954739138095742,0.0088287826078713,0.0105064895599329,0.00890451555130633,0.0103457181554167,0.200292535604428,NA,0.121221199,NA,0.143465927,NA,41,NA
"Colistium_nudipinnis",155.67935436,-41.27114172,407511.880305091,14.7353620529175,6.64772462844849,17.7059555053711,12.3374071121216,1964.15734863281,90,1500,0,50,25,1,"Marine","AquMap","Colistium_nudipinnis_JQ639063.1","JQ639063.1","Colistium_nudipinnis","Pleuronectiformes","Pleuronectidae","Colistium_nudipinnis","Pleuronectidae",0.00707633,0.00099786,0.02170359,4759,0.00665866666666667,0.231483,0.0287652512999515,75.25408191,0.739941746215393,39.16645991,1.56336559171551,0.000170279057878121,0.000169106836518891,0.000156378578981058,0.000186094729073612,0.000157719988165362,0.000183247088023234,0.00591960960474586,0.00587885830565215,0.00543637103498281,0.00646942823940934,0.00548300400788183,0.00637043237037679,0.145020233126694,NA,0.166641257,NA,0.143465927,NA,38,NA
"Pseudorhombus_cinnamoneus",119.176769,18.3435091,2697249.77117108,25.7397346496582,8.86275672912598,29.269344329834,21.881534576416,1689.84228515625,35,480.2,30,125,77.5,2,"Marine","AquMap","Pseudorhombus_cinnamoneus_JQ639069.1","JQ639069.1","Pseudorhombus_cinnamoneus","Pleuronectiformes","Paralichthyidae","Pseudorhombus_cinnamoneus","Paralichthyidae",0.01477044,0.00259923,0.0502463,4759,0.0149336666666667,0.335495,0.0445123374913685,75.25408191,0.739941746215393,27.92630989,0.978099338841108,0.000535403049409,0.000535303102121496,0.000497252800644514,0.000588708708623473,0.000501493876445093,0.000571144978856358,0.0120281944194196,0.0120259490354848,0.0111711230788753,0.01322574238519,0.0112664017373237,0.0128311612250673,0.0722057713884133,NA,0.110454204,NA,0.143465927,NA,39,NA
"Pseudorhombus_dupliciocellatus",124.91768187,0.12014198,8308315.8861376,27.9448299407959,5.0641942024231,29.721342086792,25.8038749694824,1329.8203125,40,844.75,50,150,100,2,"Marine","AquMap","Pseudorhombus_dupliciocellatus_KJ433562.1","KJ433562.1","Pseudorhombus_dupliciocellatus","Pleuronectiformes","Paralichthyidae","Pseudorhombus_dupliciocellatus","Paralichthyidae",0.01255459,0.00198796,0.04557249,4759,0.0115076666666667,0.297732333333333,0.0386510478651406,75.25408191,0.739941746215393,27.92630989,0.978099338841108,0.00041257381475295,0.000412496796824634,0.000383175787072846,0.000453650381638985,0.00038644389849588,0.000440116026540882,0.0106743241785445,0.0106723315306715,0.00991372312620874,0.0117370784673637,0.00999827740360991,0.0113869105975215,0.134361796909834,NA,0.208247271,NA,0.143465927,NA,39,NA
"Paralichthys_lethostigma",-85.07414411,30.18906429,513640.502006957,23.9534206390381,13.6351461410522,29.3160991668701,17.8050746917725,2987.43828125,83,8825.69,1,40,20.5,3,"Marine","AquMap","Paralichthys_lethostigma_KT896534.1","KT896534.1","Paralichthys_lethostigma","Pleuronectiformes","Paralichthyidae","Paralichthys_lethostigma","Paralichthyidae",0.00584295,0.00102572,0.02116036,4759,0.004406,0.104381,0.0422107471666299,75.25408191,0.739941746215393,15.38471689,0.99678356257024,0.000287605595996578,0.000286563279022042,0.000249679570329,0.000342688005515364,0.00025857884413375,0.00032869831614484,0.00681356325822034,0.00678887009251017,0.00591507109180921,0.00811850129453,0.00612590066489445,0.00778707647242727,0.0444772908604674,0.0444772888860867,0.133618925,0.029578035,0.143465927,0.058907722,37,37
"Paralichthys_dentatus",-73.00960314,38.38663457,524877.003152128,16.2285003662109,16.4467182159424,23.4184112548828,9.25957870483398,548.263525390625,94,15402.6,10,160,85,2,"Marine","AquMap","Paralichthys_dentatus_KU053334.1","KU053334.1","Paralichthys_dentatus","Pleuronectiformes","Paralichthyidae","Paralichthys_dentatus","Paralichthyidae",0.0052352,0.00098466,0.01755966,4759,0.00420766666666667,0.0938793333333333,0.0448199461720364,75.25408191,0.739941746215393,15.38471689,0.99678356257024,0.000274659210036678,0.000273663812308612,0.000238440400685654,0.000327262119353944,0.00024693907924802,0.000313902167097618,0.00612805756130158,0.00610584874997806,0.00531996178153419,0.00730170710374761,0.00550958000485255,0.00700362659724621,0.163239522153388,0.0558184577314572,0.143066917,0.025858644,0.143465927,0.058907722,40,38
