Seq.Names,Species.NCBI,Order.BL,Family.BL,Species.BL,Order.IOC,Family.IOC,Species.IOC,,Migration,Lon,Lat,RangeSize,AnnualTemp,TempRange,TempWarmQuarter,TempColdQuarter,UV,Habitat,Clade,dN,dS,W,MolRateAll,MolRate12nd,MolRate3rd,Clade.Age,Clade.Age.SD,Tip.Age,Tip.Age.SD,dN.Mean,dN.Mid,dN.Min,dN.Max,dN.QL,dN.QU,dS.Mean,dS.Mid,dS.Min,dS.Max,dS.QL,dS.QU,BodyMass,Island,IUCN.Categories,Population,Div.Rate,Div.Rate.DNA,BAMM.Lambda,BAMM.Lambda.DNA,ClaDS.Rate,ClaDS.Rate.DNA,NTR,NTR.DNA,AFR,MaxLongevity,Generation
Upupa_epops_KT356220.1,Upupa_epops,BUCEROTIFORMES,Upupidae,Upupa_epops,BUCEROTIFORMES,Upupidae,Upupa_epops,,3,61.94584554,28.59763797,46881685.44,13.10622711,75.59083984,23.06284637,2.314904785,3670.39209,Terrestrial,1769,0.014175,1.051034,0.013486719,0.00278511,0.00127407,0.00670505,60.12673468,2.809426679,48.37308159,2.409093738,0.000293732,0.000293209,0.000244863,0.000336154,0.000266019,0.000319149,0.021779335,0.021740547,0.018155873,0.024924795,0.019724546,0.023663934,66.9,0.007763975,2,24718278,0.01978789,0.019882846,0.047433082,0.046131135,0.040128789,0.026801372,19,20,1.048280337,11.1,2.477065393
Rhinopomastus_cyanomelas_MK060144.1,Rhinopomastus_cyanomelas,BUCEROTIFORMES,Phoeniculidae,Rhinopomastus_cyanomelas,BUCEROTIFORMES,Phoeniculidae,Rhinopomastus_cyanomelas,,1,27.92860666,-15.87004782,6396418.321,21.44301147,27.80958252,24.95711975,16.94580536,5240.815918,Terrestrial,1769,0.011722,0.536484667,0.021849646,0.00357668,0.00158014,0.00811627,60.12673468,2.809426679,36.62761313,2.014676742,0.000320959,0.000320635,0.000267317,0.000354963,0.000284243,0.000350641,0.014689449,0.014674631,0.012234396,0.016245699,0.01300904,0.016047885,27.1,0.007029877,2,1487840,0.034846495,0.024329187,0.047764535,0.046340952,0.033233064,0.017151156,21,21,1.237473775,8.685979674,2.941000819
Phoeniculus_purpureus_MK060141.1,Phoeniculus_purpureus,BUCEROTIFORMES,Phoeniculidae,Phoeniculus_purpureus,BUCEROTIFORMES,Phoeniculidae,Phoeniculus_purpureus,,1,20.59563249,-2.75100654,12280558.03,23.93525848,23.9208252,27.34264526,20.32646637,5463.54834,Terrestrial,1769,0.020256333,0.553606667,0.036589757,0.00417498,0.00236463,0.00821824,60.12673468,2.809426679,36.62761313,2.014676742,0.000554637,0.000554078,0.00046194,0.000613397,0.000491189,0.000605928,0.015158265,0.015142975,0.012624858,0.016764183,0.013424226,0.016560056,73.2,0.003707136,2,5123685,0.066213387,0.045998358,0.062170027,0.047239928,0.044136447,0.019828957,22,22,3,9.751687966,4.82927896
Colius_striatus_MN356125.1,Colius_striatus,COLIIFORMES,Coliidae,Colius_striatus,COLIIFORMES,Coliidae,Colius_striatus,,1,28.75967043,-3.86980768,8057145.03,22.61224518,16.30005371,24.98543243,20.29149628,5475.134277,Terrestrial,1787,0.008413,0.207663333,0.040512689,0.00394692,0.0014415,0.01019608,24.03633931,1.917278332,24.03633931,1.917278332,0.000352265,0.000349231,0.000293964,0.000450647,0.000302565,0.000418294,0.008695187,0.008620282,0.007256092,0.01112359,0.007468391,0.01032502,51.1,0.005154639,2,10163858,0.040152153,0.032246753,0.046251735,0.045690954,0.018808755,0.012864172,17,16,1.5,11.5,3.43790565
Urocolius_indicus_MN356373.1,Urocolius_indicus,COLIIFORMES,Coliidae,Urocolius_indicus,COLIIFORMES,Coliidae,Urocolius_indicus,,1,24.99707128,-21.76110597,3462430.498,20.47884216,35.59240479,24.77924042,14.6915329,4911.21875,Terrestrial,1787,0.006337333,0.252904667,0.025058191,0.00367956,0.00127764,0.00969189,24.03633931,1.917278332,24.03633931,1.917278332,0.000265354,0.000263068,0.000221437,0.000339462,0.000227915,0.000315092,0.010589512,0.010498288,0.008836897,0.013546965,0.009095448,0.012574419,52.7,0,2,2784217,0.024966288,0.023229187,0.046227016,0.045843788,0.024546682,0.016516899,15,15,1.011971747,11.07700997,2.533838524
Cuculus_canorus_MN067867.1,Cuculus_canorus,CUCULIFORMES,Cuculidae,Cuculus_canorus,CUCULIFORMES,Cuculidae,Cuculus_canorus,,3,81.08964364,50.70839766,37347415.38,2.989377785,114.2796484,18.28704376,-12.75651398,2073.511719,Terrestrial,2062,0.003379,0.044410667,0.076085325,0.00405353,0.00151016,0.00861527,53.75404675,3.352406971,6.66506572,0.845852088,0.000515059,0.000512006,0.000361171,0.000659887,0.000410697,0.000646726,0.006769492,0.006729365,0.004746924,0.008672988,0.005397844,0.008500015,111.4,0.01423811,2,27722550,0.364332937,0.424249576,0.067074809,0.053602276,0.094678173,0.097635328,34,33,1.053658338,12.92,2.756471878
Cuculus_poliocephalus_KT378620.1,Cuculus_poliocephalus,CUCULIFORMES,Cuculidae,Cuculus_poliocephalus,CUCULIFORMES,Cuculidae,Cuculus_poliocephalus,,3,112.0904669,32.14000988,5291320.749,13.39121094,78.05374023,23.41871185,1.953282356,3326.396484,Terrestrial,2062,0.001081,0.054603333,0.019797326,0.00364491,0.00115822,0.00854412,53.75404675,3.352406971,6.66506572,0.845852088,0.000164776,0.000163799,0.000115545,0.000211109,0.000131389,0.000206899,0.008323155,0.008273817,0.005836388,0.01066352,0.0066367,0.010450849,46.6,0.028355388,2,3389034,0.118671314,0.08336355,0.0641309,0.050570731,0.060277377,0.051136796,30,28,0.92788726,10.17220062,2.646257702
Eudynamys_taitensis_EU410487.1,Eudynamys_taitensis,CUCULIFORMES,Cuculidae,Eudynamys_taitensis,CUCULIFORMES,Cuculidae,Urodynamis_taitensis,,3,172.816139,-41.23322568,108044.4669,10.40910492,30.53615234,14.84732666,6.275375748,2502.770752,Terrestrial,2062,0.004003333,0.146191,0.027384267,0.0034873,0.00109214,0.00845321,53.75404675,3.352406971,17.33851966,1.535838934,0.000232666,0.000233541,0.000176783,0.000297928,0.000197407,0.000276299,0.008496323,0.008528308,0.006455648,0.010879523,0.007208764,0.010089704,117,0.15625,2,299661,0.037078744,0.024353486,0.049120493,0.046010363,0.032225104,0.027453824,24,21,1.927037493,14.10747916,4.994236342
Piaya_cayana_MN356301.1,Piaya_cayana,CUCULIFORMES,Cuculidae,Piaya_cayana,CUCULIFORMES,Cuculidae,Piaya_cayana,,1,-58.15236713,-9.04286859,13448425.2,24.05966644,12.45871216,25.71718445,22.18513947,5141.019531,Terrestrial,2062,0.006699333,0.322138,0.02079647,0.00458291,0.00156083,0.01062723,53.75404675,3.352406971,19.48017869,1.661372506,0.000346369,0.000346535,0.000280109,0.000433223,0.000292032,0.000401748,0.016655189,0.016663164,0.013469086,0.020831571,0.014042399,0.019318094,102,0.005401235,2,6365989,0.073253097,0.089807003,0.050152296,0.047456338,0.064333084,0.070970019,28,27,1.66989506,11.22772374,4.086583672
Ceuthmochares_aereus_MN356158.1,Ceuthmochares_aereus,CUCULIFORMES,Cuculidae,Ceuthmochares_aereus,CUCULIFORMES,Cuculidae,Ceuthmochares_aereus,,1,17.87406044,-0.35817422,4005421.098,23.47580261,7.949593506,24.68078918,22.42664948,5426.154297,Terrestrial,2062,0.007266333,0.225283,0.032254246,0.00431022,0.00171394,0.00940554,53.75404675,3.352406971,19.48017869,1.661372506,0.000375684,0.000375864,0.000303817,0.000469889,0.000316749,0.00043575,0.011647589,0.011653166,0.00941943,0.014568287,0.009820368,0.013509856,65.8,0.008784773,2,962714,0.022529692,0.020967784,0.049936697,0.046302277,0.043649243,0.038037014,22,19,1.332516493,9.784280891,3.374116574
Centropus_bengalensis_MN996304.1,Centropus_bengalensis,CUCULIFORMES,Cuculidae,Centropus_bengalensis,CUCULIFORMES,Cuculidae,Centropus_bengalensis,,1,105.7872081,14.75097774,6030216.392,23.26474457,28.08929199,26.66691589,18.87722931,4668.260742,Terrestrial,2062,0.004392333,0.168063667,0.026134937,0.00539836,0.0021859,0.01238078,53.75404675,3.352406971,10.84795295,1.023973239,0.000408447,0.000409851,0.000330756,0.000520048,0.000333437,0.000485899,0.015628405,0.015682095,0.012655698,0.019898561,0.012758279,0.018591915,148.9,0.183745583,2,2886669,0.150905883,0.097265042,0.049586577,0.046588539,0.064761349,0.073464345,28,25,1.730844779,8.557900965,3.865028793
Centropus_unirufus_MN356333.1,Centropus_unirufus,CUCULIFORMES,Cuculidae,Centropus_unirufus,CUCULIFORMES,Cuculidae,Centropus_unirufus,,1,121.5685511,15.82410628,80442.95814,24.96591492,11.78437256,26.44297485,23.05841675,4768.728516,Terrestrial,2062,0.004144333,0.069039333,0.060028583,0.00452946,0.00204054,0.00996108,53.75404675,3.352406971,10.84795295,1.023973239,0.000385386,0.00038671,0.000312081,0.000490685,0.00031461,0.000458464,0.006420035,0.006442091,0.005198869,0.008174184,0.005241008,0.007637424,183.8,0.45,3,141169,0.035100182,0.037222715,0.049050729,0.046571082,0.054972006,0.038436526,20,20,1.692209895,8.684626794,3.920678999
Geococcyx_californianus_HM640212.1,Geococcyx_californianus,CUCULIFORMES,Cuculidae,Geococcyx_californianus,CUCULIFORMES,Cuculidae,Geococcyx_californianus,,1,-104.3620234,30.77294158,3008009.53,18.19132538,64.20637207,26.6809845,9.088755798,3982.780029,Terrestrial,2062,0.012159,0.309704333,0.039260025,0.00313982,0.00138916,0.00683095,53.75404675,3.352406971,36.17638494,2.096816256,0.000337199,0.000337615,0.000294786,0.000375151,0.000298968,0.00037095,0.008588865,0.008599454,0.007508544,0.009555557,0.007615074,0.009448531,376,0.019736842,2,933608,0.042971422,0.040776585,0.0474306,0.045875624,0.028758297,0.019595421,21,20,1.232881375,12.42801296,3.216720014
Crotophaga_ani_HM746794.1,Crotophaga_ani,CUCULIFORMES,Cuculidae,Crotophaga_ani,CUCULIFORMES,Cuculidae,Crotophaga_ani,,1,-58.66418048,-8.83018089,14119059.35,24.12106781,13.65989502,25.91946411,22.05697632,5101.169434,Terrestrial,2062,0.001766,0.012505,0.141223511,0.00334878,0.00131643,0.00736549,53.75404675,3.352406971,3.39194707,0.534899486,0.000533387,0.000525296,0.000354848,0.000748974,0.000390009,0.000686609,0.003776896,0.003719606,0.002512672,0.005303468,0.002761641,0.004861863,110.1,0.049079755,2,21133340,0.050874468,0.042763191,0.047403926,0.04558647,0.02404162,0.016065565,20,19,2.000273823,11.86006019,4.226881546
Crotophaga_sulcirostris_MN356290.1,Crotophaga_sulcirostris,CUCULIFORMES,Cuculidae,Crotophaga_sulcirostris,CUCULIFORMES,Cuculidae,Crotophaga_sulcirostris,,1,-85.96786854,12.59134031,2696933.458,22.72079468,17.21836304,24.92618103,20.11261749,5206.015625,Terrestrial,2062,0.000612,0.022951,0.026665505,0.00316904,0.0011997,0.00735109,53.75404675,3.352406971,3.39194707,0.534899486,0.000184843,0.000182039,0.000122971,0.000259554,0.000135156,0.000237942,0.006931911,0.006826764,0.004611623,0.009733698,0.005068566,0.008923201,82,0.024615385,2,4881713,0.050874468,0.042763191,0.047362198,0.045739502,0.020681823,0.014304084,20,19,1.123616914,10.34855564,3.192426485
Trogon_viridis_EU410490.1,Trogon_viridis,TROGONIFORMES,Trogonidae,Trogon_viridis,TROGONIFORMES,Trogonidae,Trogon_viridis,,1,-60.5432457,-4.74686193,7907953.755,24.92237091,7.090161133,25.99100342,23.9068573,5329.637695,Terrestrial,1782,0.004284667,0.161698333,0.026497902,0.00666204,0.00198919,0.01590397,26.77165418,1.783118101,12.02710377,0.996105793,0.000358695,0.000354358,0.000296148,0.00045146,0.00030785,0.000417713,0.013536724,0.013373054,0.011176296,0.017037572,0.011617918,0.01576399,89.7,0.001381215,2,4143017,0.27926503,0.234702354,0.077331028,0.062816472,0.082972819,0.074963232,26,26,1.618549098,12.45924586,3.770239404
Trogon_melanurus_MN356299.1,Trogon_melanurus,TROGONIFORMES,Trogonidae,Trogon_melanurus,TROGONIFORMES,Trogonidae,Trogon_melanurus,,1,-63.46734357,-3.11768681,6755571.077,24.99749451,5.99956665,25.8593811,24.08743744,5364.935547,Terrestrial,1782,0.003522333,0.112601333,0.031281453,0.00552538,0.00179957,0.01272936,26.77165418,1.783118101,12.02710377,0.996105793,0.000294875,0.00029131,0.000243457,0.000371136,0.000253077,0.000343393,0.009426524,0.00931255,0.007782801,0.011864398,0.008090331,0.010977518,114,0,2,2207956,0.126119171,0.123479392,0.069572681,0.057650994,0.060469201,0.042380837,25,25,1.696848683,12.97002022,4.021770547
Trogon_personatus_MK060146.1,Trogon_personatus,TROGONIFORMES,Trogonidae,Trogon_personatus,TROGONIFORMES,Trogonidae,Trogon_personatus,,1,-71.92135249,-2.91942948,745904.6204,16.79838562,6.942626953,17.56718292,15.60579681,6047.895508,Terrestrial,1782,0.006796667,0.238715667,0.028471808,0.00597646,0.00186253,0.01535372,26.77165418,1.783118101,17.80931713,1.384931584,0.000383966,0.000378062,0.000303391,0.00046809,0.000334737,0.000454369,0.013485814,0.013278485,0.010655823,0.016440485,0.011756779,0.015958562,63.4,0,2,577369,0.093087467,0.088657123,0.068463563,0.057074459,0.074766104,0.052115783,25,25,1.52896728,11.23822096,3.939588153
Pharomachrus_auriceps_MK060140.1,Pharomachrus_auriceps,TROGONIFORMES,Trogonidae,Pharomachrus_auriceps,TROGONIFORMES,Trogonidae,Pharomachrus_auriceps,,1,-74.62207697,-3.40258859,494429.3814,16.64759979,6.103048706,17.28647308,15.55333099,5890.459961,Terrestrial,1782,0.007576333,0.221097,0.034267011,0.0041944,0.00134823,0.01128898,26.77165418,1.783118101,24.3035593,1.672441463,0.000313163,0.000313933,0.00025351,0.000359263,0.000273766,0.000354639,0.009138916,0.009161384,0.007398091,0.010484238,0.007989196,0.010349275,180,0,2,313500,0.112303571,0.0993225,0.065779014,0.057704,0.049403547,0.037776438,21,22,1.827613202,14.02898493,4.621298837
Apaloderma_vittatum_MN356115.1,Apaloderma_vittatum,TROGONIFORMES,Trogonidae,Apaloderma_vittatum,TROGONIFORMES,Trogonidae,Apaloderma_vittatum,,1,29.23562272,-3.30593429,485903.0264,20.9545105,14.03546753,22.96765442,18.81613007,5532.861816,Terrestrial,1782,0.002660667,0.128934667,0.020635774,0.00387904,0.00114642,0.01066713,26.77165418,1.783118101,9.72727407,1.192692251,0.000277464,0.000276218,0.000194124,0.000356095,0.000211019,0.000343646,0.013445792,0.013385374,0.009407176,0.017256207,0.010225893,0.016652902,55,0.02238806,2,237505,0.051077434,0.046294238,0.064198717,0.056021181,0.058014394,0.044068836,20,21,1.478663894,9.749506277,3.649391569
Apaloderma_narina_MK060122.1,Apaloderma_narina,TROGONIFORMES,Trogonidae,Apaloderma_narina,TROGONIFORMES,Trogonidae,Apaloderma_narina,,1,23.46685098,-4.59236129,10932030.89,22.75205078,16.07262085,25.12030029,20.39450226,5425.249512,Terrestrial,1782,0.002708333,0.120101333,0.022550402,0.00415491,0.00121978,0.01127028,26.77165418,1.783118101,9.72727407,1.192692251,0.000282435,0.000281166,0.000197602,0.000362475,0.0002148,0.000349802,0.012524619,0.01246834,0.008762689,0.016073981,0.009525315,0.015512009,67.7,0.004873294,2,4146496,0.090892493,0.078021134,0.06494066,0.056308342,0.049128491,0.033984777,21,22,1.540384824,10.19850456,3.523658519
Rhynochetos_jubatus_EF532933.1,Rhynochetos_jubatus,EURYPYGIFORMES,Rhynochetidae,Rhynochetos_jubatus,EURYPYGIFORMES,Rhynochetidae,Rhynochetos_jubatus,,1,165.558695,-21.31556881,3143.338503,20.64030457,20.38609253,23.38193512,17.72549438,4428.030273,Terrestrial,1920,0.009607667,0.304631,0.031538703,0.0032102,0.00131683,0.00789163,56.23279993,0.982075878,29.58846587,1.649711176,0.000325722,0.000324066,0.000280807,0.000380113,0.000290452,0.00036827,0.010327694,0.010275197,0.008903555,0.012052266,0.009209385,0.011676765,860,1,5,45613,0.016704938,0.015991598,0.04780705,0.046096356,0.024270212,0.017402226,12,11,2.249483198,25,7.604857201
Eurypyga_helias_MN356130.1,Eurypyga_helias,EURYPYGIFORMES,Eurypygidae,Eurypyga_helias,EURYPYGIFORMES,Eurypygidae,Eurypyga_helias,,1,-62.84686588,-3.86372219,8423208.451,25.0015625,6.9330896,26.01470337,23.97132874,5321.104492,Terrestrial,1920,0.009536667,0.343150333,0.027791512,0.00345368,0.00130082,0.00894209,56.23279993,0.982075878,29.58846587,1.649711176,0.000323315,0.000321672,0.000278731,0.000377304,0.000288306,0.000365549,0.011633589,0.011574453,0.010029373,0.013576226,0.010373874,0.013153243,210,0.00255102,2,1469601,0.016704938,0.015991598,0.047325983,0.045866922,0.02605532,0.015950314,12,11,2.106642708,15,5.084054302
Mesitornis_unicolor_MN356138.1,Mesitornis_unicolor,MESITORNITHIFORMES,Mesitornithidae,Mesitornis_unicolor,MESITORNITHIFORMES,Mesitornithidae,Mesitornis_unicolor,,1,48.71943253,-18.08483632,37168.05393,20.15649109,21.26461914,22.67195435,17.01839905,4582.312012,Terrestrial,2059,0.01688,0.635080333,0.026579315,0.00278309,0.00129302,0.00666553,46.4795958,2.835996086,46.47959553,2.835996069,0.000364477,0.000365357,0.000309598,0.00042051,0.000321877,0.000402578,0.013712825,0.013745903,0.011648095,0.015820933,0.01211005,0.015146271,148,0,4,68617,0.033837129,0.036218987,0.046224554,0.046107793,0.026788792,0.015728095,13,18,2.01835108,13.5202176,5.212265629
Dendrocopos_major_KT350609.1,Dendrocopos_major,PICIFORMES,Picidae,Dendrocopos_major,PICIFORMES,Picidae,Dendrocopos_major,,1,75.7572033,51.97838112,24413724.29,2.679995537,111.9088379,17.68018188,-12.88798828,1860.675415,Terrestrial,1720,0.000645,0.018193333,0.035452547,0.00399418,0.00120998,0.00882921,45.31209898,2.302389021,2.37387646,0.430317896,0.000281101,0.000270346,0.000190384,0.000428272,0.000195696,0.000404604,0.00792894,0.007625568,0.005370096,0.01208015,0.005519947,0.011412554,74.9,0.021880065,2,19280315,0.343158297,0.407628389,0.213974644,0.164703097,0.218778057,0.102953059,34,37,1.048850986,12.67,2.70071998
Dendrocopos_darjellensis_MK335535.1,Dendrocopos_darjellensis,PICIFORMES,Picidae,Dendrocopos_darjellensis,PICIFORMES,Picidae,Dendrocopos_darjellensis,,1,96.23685174,26.94927367,301933.9055,11.47513275,50.00888184,17.5367691,4.092897415,5227.562012,Terrestrial,1720,0.00069,0.015716333,0.04390337,0.00391363,0.00120623,0.00860095,45.31209898,2.302389021,2.37387646,0.430317896,0.000300713,0.000289207,0.000203666,0.000458152,0.000209349,0.000432832,0.006849425,0.006587356,0.004638964,0.010435452,0.004768413,0.009858749,70.7,0,2,67664,0.130685387,NA,0.212358643,NA,0.242398144,NA,32,NA,1.33317927,11.58011722,3.401511587
Dendrocopos_leucotos_KU131555.1,Dendrocopos_leucotos,PICIFORMES,Picidae,Dendrocopos_leucotos,PICIFORMES,Picidae,Dendrocopos_leucotos,,1,81.1113131,52.05818568,11181511.25,2.692890167,116.3899219,18.06321259,-13.66111908,1691.378296,Terrestrial,1720,0.001513333,0.026630667,0.056826716,0.00364752,0.00122487,0.00780751,45.31209898,2.302389021,4.00191486,0.576233693,0.000385951,0.000383923,0.000276182,0.000567525,0.000295529,0.000498338,0.006791713,0.006756026,0.004860075,0.009986937,0.005200523,0.008769435,116.8,0.021886792,2,3132302,0.528673263,0.208939741,0.214000578,0.164842869,0.243452516,0.145843412,35,35,1.362231684,15.92,3.695497621
Picoides_pubescens_KT119343.1,Picoides_pubescens,PICIFORMES,Picidae,Picoides_pubescens,PICIFORMES,Picidae,Dryobates_pubescens,,1,-105.4687219,48.27934938,12800223.82,5.248410416,98.82636719,18.46689758,-8.399488068,2087.883545,Terrestrial,1720,0.003436333,0.148808,0.023092396,0.0041045,0.00129427,0.00918978,45.31209898,2.302389021,10.33304955,0.976939954,0.000335567,0.000334793,0.000262767,0.00042967,0.000285407,0.000394467,0.014531491,0.014497962,0.011378953,0.018606552,0.012359368,0.017082123,25.6,0.002506266,2,28459924,0.275052534,0.155951846,0.211950267,0.165668935,0.122801089,0.099311647,34,35,1.024100738,11.65,2.534501603
Dendrocopos_canicapillus_MK335534.1,Dendrocopos_canicapillus,PICIFORMES,Picidae,Dendrocopos_canicapillus,PICIFORMES,Picidae,Yungipicus_canicapillus,Resident,1,112.2440564,28.29686768,8010810.884,15.33530273,71.23461426,24.31633301,4.728001022,3547.567871,Terrestrial,1720,0.004574,0.139786,0.032721446,0.00365492,0.00124397,0.00845601,45.31209898,2.302389021,13.97739938,1.054579542,0.00032911,0.000329443,0.000275921,0.00039766,0.000287306,0.000384506,0.010057927,0.010068106,0.008432415,0.012152882,0.008780352,0.011750901,25,0.008488964,2,3329661,0.665820517,0.241458147,0.211642202,0.164207932,0.186700696,0.082706689,34,34,1.009456553,6.129849416,2.044794877
Dryocopus_pileatus_DQ780879.1,Dryocopus_pileatus,PICIFORMES,Picidae,Dryocopus_pileatus,PICIFORMES,Picidae,Dryocopus_pileatus,Resident,1,-95.08196349,45.44117526,5925872.323,7.229327393,93.41126953,19.50350342,-5.930439758,2171.505859,Terrestrial,1720,0.004331667,0.145716667,0.029726638,0.00391649,0.00120427,0.00911286,45.31209898,2.302389021,11.84810829,0.978022366,0.000367979,0.000367526,0.000289215,0.000421561,0.000307161,0.000418037,0.012378768,0.012363526,0.009729158,0.014181264,0.010332838,0.014062704,300,0.001594896,2,3047091,0.292529651,0.171418758,0.211463991,0.163740192,0.168508138,0.095406394,35,36,1.196409396,14.32195411,4.378856859
Picus_canus_MK348064.1,Picus_canus,PICIFORMES,Picidae,Picus_canus,PICIFORMES,Picidae,Picus_canus,,1,71.11584835,51.73300757,11476968.7,3.636785507,111.330459,18.35164337,-11.98257141,1715.264526,Terrestrial,1720,0.003415,0.167604333,0.020375368,0.0036428,0.00115093,0.00857895,45.31209898,2.302389021,11.84810829,0.978022366,0.000290107,0.00028975,0.000228011,0.000332351,0.000242159,0.000329572,0.014238146,0.014220614,0.011190545,0.016311389,0.011884902,0.016175021,137,0.019313305,2,4873505,0.276953252,0.266774055,0.211412543,0.164420309,0.196587374,0.123029653,34,38,1.00371492,11.46155525,2.539793711
Campephilus_imperialis_KU158198.2,Campephilus_imperialis,PICIFORMES,Picidae,Campephilus_imperialis,PICIFORMES,Picidae,Campephilus_imperialis,,1,-103.1430081,23.6605395,366656.6036,15.53759613,34.34840088,19.80946655,10.29378357,5075.064941,Terrestrial,1720,0.002440667,0.071143667,0.034306169,0.00332206,0.0012473,0.00723768,45.31209898,2.302389021,8.1332122,0.847786367,0.000303329,0.00029775,0.00022963,0.000407607,0.000248959,0.000368479,0.008841818,0.008679188,0.006693552,0.011881447,0.007256977,0.010740885,700,0,6,49,0.284300898,0.355850077,0.213185345,0.165449298,0.230715811,0.116270764,32,34,1.826752204,10.35395614,3.479243873
Campephilus_guatemalensis_KT443920.1,Campephilus_guatemalensis,PICIFORMES,Picidae,Campephilus_guatemalensis,PICIFORMES,Picidae,Campephilus_guatemalensis,,1,-93.3225033,17.85489754,888852.3515,23.95430756,18.00771606,26.12444458,21.1986557,4843.991699,Terrestrial,1720,0.002631667,0.065784,0.040004662,0.00360432,0.00126449,0.00799015,45.31209898,2.302389021,8.1332122,0.847786367,0.000327067,0.000321051,0.0002476,0.000439505,0.000268442,0.000397315,0.008175712,0.008025334,0.006189288,0.010986348,0.006710266,0.009931712,242,0.03875969,2,675266,0.243830056,0.286705177,0.211657354,0.164743901,0.203777978,0.145770233,33,35,2.057928502,14.08933191,5.403260417
Sasia_ochracea_KT443919.1,Sasia_ochracea,PICIFORMES,Picidae,Sasia_ochracea,PICIFORMES,Picidae,Sasia_ochracea,,1,99.6146254,20.82966516,1515543.877,22.38556061,31.65143555,25.85865479,17.11609497,4556.250977,Terrestrial,1720,0.008225333,0.25467,0.032298007,0.00325538,0.00119371,0.00782418,45.31209898,2.302389021,27.1735784,1.655192901,0.00030379,0.000305833,0.000260147,0.00034834,0.000267925,0.000341179,0.009405849,0.009469105,0.008054597,0.010785197,0.008295413,0.010563478,9.7,0.004608295,2,258063,0.091442265,0.081579863,0.20399319,0.158798917,0.067006149,0.036815591,26,27,1.010680763,7.390383198,2.269742411
Picumnus_innominatus_KX831678.1,Picumnus_innominatus,PICIFORMES,Picidae,Picumnus_innominatus,PICIFORMES,Picidae,Picumnus_innominatus,,1,103.7152405,24.23715712,4531626.734,18.20873566,51.2424707,24.64474487,10.56510468,4126.132813,Terrestrial,1720,0.010284,0.452697333,0.022717165,0.00315701,0.00122322,0.00774748,45.31209898,2.302389021,30.72997918,1.569459799,0.000335526,0.000334985,0.000301442,0.000382225,0.000303738,0.000368816,0.014769728,0.014745917,0.013269342,0.016825371,0.013370417,0.01623514,10.2,0.032755299,2,2565686,0.119425576,0.052827842,0.205607489,0.158403541,0.103856089,0.05623029,27,26,1.020736604,7.422534134,2.292580335
Jynx_ruficollis_MK060133.1,Jynx_ruficollis,PICIFORMES,Picidae,Jynx_ruficollis,PICIFORMES,Picidae,Jynx_ruficollis,,1,25.84435188,-8.48125133,1609043.05,20.34325256,19.59450684,23.01005554,17.44100952,5158.436523,Terrestrial,1720,0.011125667,0.479413,0.023206852,0.0038406,0.00131546,0.01036009,45.31209898,2.302389021,34.20318865,1.943367965,0.000326309,0.000327887,0.000280629,0.000373517,0.000289868,0.000359928,0.014060869,0.01412887,0.012092525,0.016095108,0.012490636,0.015509548,46.4,0.003401361,2,254071,0.065046204,NA,0.20676657,NA,0.081492277,NA,23,NA,1.46853047,9.895382621,3.408526673
Indicator_maculatus_MK060132.1,Indicator_maculatus,PICIFORMES,Indicatoridae,Indicator_maculatus,PICIFORMES,Indicatoridae,Indicator_maculatus,,1,11.37124865,4.06453796,4072953.886,24.50315094,10.46292114,26.14711304,23.16251221,5481.165039,Terrestrial,1720,0.006462333,0.150938667,0.0428143,0.00292878,0.00119343,0.00684416,45.31209898,2.302389021,23.82384867,1.928211009,0.000273035,0.00027123,0.00021087,0.000366643,0.000232209,0.000318507,0.006377191,0.006335041,0.004925231,0.008563564,0.005423643,0.007439268,46.8,0.003205128,2,350584,0.192208312,0.078795431,0.198965886,0.158976431,0.085759201,0.04116677,26,24,1.35302922,10.89319915,3.083305687
Indicator_xanthonotus_MH737741.1,Indicator_xanthonotus,PICIFORMES,Indicatoridae,Indicator_xanthonotus,PICIFORMES,Indicatoridae,Indicator_xanthonotus,,1,90.07468868,28.36173131,97279.81474,12.83081818,53.5314502,19.42082214,5.060794067,4804.266113,Terrestrial,1720,0.007916,0.244741,0.032344397,0.00407474,0.00144582,0.01023977,45.31209898,2.302389021,23.82384867,1.928211009,0.000334453,0.000332242,0.000258304,0.000449117,0.000284444,0.000390153,0.010340359,0.010272014,0.007986065,0.013885475,0.00879422,0.012062475,30.4,0,3,59333,0.331575153,NA,0.198533307,NA,0.13160094,NA,28,NA,1.148077717,9.077904309,2.627272839
Prodotiscus_insignis_MK060143.1,Prodotiscus_insignis,PICIFORMES,Indicatoridae,Prodotiscus_insignis,PICIFORMES,Indicatoridae,Prodotiscus_insignis,,1,12.53395362,2.16352633,3022105.25,23.857164,9.114019165,25.2430069,22.64391937,5482.510254,Terrestrial,1720,0.015272667,0.504032667,0.030300946,0.00388626,0.00156528,0.00964482,45.31209898,2.302389021,37.19428039,2.065221346,0.000411855,0.00041244,0.000347857,0.00045914,0.000369766,0.000453614,0.013592155,0.013611467,0.011480056,0.015152646,0.012203123,0.014970277,10.4,0.004048583,2,194615,0.081216798,NA,0.198462676,NA,0.085785368,NA,24,NA,1.107149606,7.21639745,2.552308096
