"GenBank","Seq.Names","Clade.Label","MajorGroup","Group","ThermoMode","Class","Order","Family","Species","dN","dS","Clade","Clade.Age","Tip.Age","Lat","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","Div.Rate","BAMM.Lambda","ClaDS.Rate","Div.Rate.DNA","BAMM.Lambda.DNA","ClaDS.Rate.DNA","NTR","NTR.DNA","Habitat","Length","BodyMass","Longevity","MaturityAge","Fecundity","Migration","Ref.BodyMass","Ref.Fecundity","Ref.MaturityAge","Ref.Longevity"
"MT740319.1","Diopsittaca_nobilis_MT740319.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Diopsittaca_nobilis",3.35418e-10,5.903022e-09,"Birds1646",28.55177785,5.96205527,5.626760563,25.13179932,6.368695679,26.09344788,24.22546234,0.145697948,0.187881153,0.100856463,0.120695041,0.162043743,0.051266145,29,30,"Terrestrial",NA,150.91,22.9,1.575639472,4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"JQ782214.1","Aratinga_acuticaudata_acuticaudata_JQ782214.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Thectocercus_acuticaudatus",3.70901e-10,6.744235e-09,"Birds1646",28.55177785,5.96205527,19.09375,22.8774704,27.64317383,26.34373474,18.60425415,0.196034154,0.187969812,0.166712408,0.284738369,0.162451673,0.117256233,32,34,"Terrestrial",NA,170.9999998,31,1.681246319,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Estimated by body mass","AnAge"
"MK965540.1","Aratinga_nenday_MK965540.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Aratinga_nenday",4.34549e-10,6.426043e-09,"Birds1646",28.55177785,4.39700424,22.62195122,24.25528107,31.4881543,28.00985413,19.297435,0.299765569,0.1911688,0.173262363,0.142240256,0.164894665,0.114154165,32,32,"Terrestrial",NA,128.0000001,18.2,1.444238976,4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"JX441869.1","Aratinga_solstitialis_JX441869.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Aratinga_solstitialis",2.57894e-10,6.506592e-09,"Birds1646",28.55177785,4.39700424,3.657894737,26.0651062,8.790440063,27.23213501,24.65215302,0.368529099,0.191838632,0.220922411,0.488344832,0.166382399,0.122774932,32,34,"Terrestrial",NA,119.62,13.74417049,1.546798001,4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KJ579139.1","Orthopsittaca_manilata_KJ579139.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Orthopsittaca_manilatus",3.44808e-10,7.136687e-09,"Birds1646",28.55177785,11.19936012,7.633729569,25.10382538,7.481898804,26.26369629,24.04255981,0.122721504,0.188137736,0.151949585,0.096533833,0.162038978,0.106697075,30,32,"Terrestrial",NA,372.0000001,16.93820105,2.258159505,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KJ562357.1","Primolius_maracana_KJ562357.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Primolius_maracana",3.44298e-10,7.535224e-09,"Birds1646",28.55177785,2.92721483,13.54633205,24.31495667,13.98405762,26.19312744,22.23739471,0.33209919,0.188907962,0.147836209,0.436127682,0.16262483,0.092979595,31,35,"Terrestrial",NA,255.9999998,31,1.93284876,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KF836419.1","Primolius_couloni_KF836419.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Primolius_couloni",3.71404e-10,7.332913e-09,"Birds1646",28.55177785,2.92721483,9.785714286,22.9141571,7.153712769,23.7045639,21.55488434,0.185469647,0.18860812,0.180676175,0.17903271,0.162585613,0.1305122,30,33,"Terrestrial",NA,250.0000002,19.8079841,1.747579763,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Beauty of birds","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"JQ782215.1","Ara_glaucogularis_JQ782215.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Ara_glaucogularis",3.05898e-10,6.680769e-09,"Birds1646",28.55177785,7.33288903,14.3,25.63909302,13.062146,27.03196106,23.21916962,0.148490507,0.187682126,0.154549637,0.129161849,0.162030049,0.068543372,32,34,"Terrestrial",NA,783.9899997,31.67572227,2.516016505,2.4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KF010315.1","Ara_ararauna_KF010315.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Ara_ararauna",4.02843e-10,6.35759e-09,"Birds1646",28.55177785,7.33288903,8.316513761,24.77956085,7.736968994,25.87843018,23.60207367,0.137411851,0.187766553,0.152135927,0.129161849,0.162016379,0.076308227,31,34,"Terrestrial",NA,1124.999999,43,2.587239027,1.7,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KF946546.1","Ara_severus_KF946546.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Ara_severus",3.23867e-10,6.951118e-09,"Birds1646",28.55177785,8.56711759,6.697368421,24.72729797,6.381951294,25.62847595,23.73839569,0.1600024,0.187693935,0.151700119,0.131143988,0.163371397,0.076743196,33,34,"Terrestrial",NA,343,28.5,2.047503057,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MG432917.1","Ara_tricolor_MG432917.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Ara_tricolor",4.04794e-10,7.261324e-09,"Birds1646",28.55177785,6.09125929,21.53448276,25.1315094,17.11412354,27.33752136,22.71593475,0.195250302,0.187845162,0.107497149,NA,NA,NA,36,NA,"Terrestrial",NA,286,36.2625,2.118041099,2.2,"Resident","Wikipedia","Average of genus","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KM611466.1","Ara_militaris_KM611466.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Ara_militaris",4.40178e-10,6.333588e-09,"Birds1646",28.55177785,5.0158139,15.75786164,21.67268829,21.23259277,24.23164215,18.42213135,0.238539187,0.187914451,0.089255235,NA,NA,NA,37,NA,"Terrestrial",NA,1134.000001,46,2.705760305,2.4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MK351783.1","Ara_macao_MK351783.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Ara_macao",3.1098e-10,5.658802e-09,"Birds1646",28.55177785,4.03077431,7.097163121,24.98957825,6.812300415,25.94796753,23.95593414,0.224270855,0.187739482,0.12207474,0.181940241,0.162142449,0.061974548,35,35,"Terrestrial",NA,1014.999999,48.5,2.43903832,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN604694.1","Ara_chloropterus_MN604694.1","Psittaciformes","Aves","Birds","Endotherms","Aves","Psittaciformes","Psittacidae","Ara_chloropterus",3.329e-10,6.460552e-09,"Birds1646",28.55177785,4.03077431,7.941025641,24.91156006,7.938585205,25.98842468,23.67425232,0.224270855,0.187608888,0.114828546,0.181940241,0.162576632,0.060197335,35,35,"Terrestrial",NA,1214.000001,50.1,2.526585907,2.4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KX369033.1","Xenicus_gilviventris_KX369033.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Acanthisittidae","Xenicus_gilviventris",2.166e-10,8.199933e-09,"Birds1640",16.20871145,16.20871145,43.85294118,5.819723892,32.53531982,10.47908173,1.236270046,0.015802313,0.049814887,0.025106932,0.020278712,0.047596265,0.020782749,18,18,"Terrestrial",NA,17.58999998,8.890029303,1.136400117,3.5,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"AY325307.1","Acanthisitta_chloris_AY325307.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Acanthisittidae","Acanthisitta_chloris",1.69972e-10,5.723678e-09,"Birds1640",16.20871145,16.20871145,41.85294118,8.829715729,32.79744141,13.53544312,4.298041916,0.015802313,0.048890076,0.027465673,0.020278712,0.048151413,0.020024912,18,18,"Terrestrial",NA,6.909999994,6.563452551,0.874921555,3.5,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356283.1","Neodrepanis_coruscans_MN356283.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Philepittidae","Neodrepanis_coruscans",2.83334e-10,9.900062e-09,"Birds1634",43.71273603,32.58501169,18.72222222,20.02652893,20.45278442,22.39230042,16.98295898,0.045501823,0.095692982,0.033421073,0.039698278,0.07543454,0.026472903,24,24,"Terrestrial",NA,6.500000005,8.086014303,1.017519755,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356238.1","Serilophus_lunatus_MN356238.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Eurylaimidae","Serilophus_lunatus",3.71906e-10,1.2263587e-08,"Birds1634",43.71273603,32.58501169,15.07435897,22.00322571,25.75635986,24.86062469,17.72814636,0.099960963,0.096322707,0.046703506,0.114086229,0.074972863,0.04201244,27,28,"Terrestrial",NA,34,8.419936831,1.152023397,3.7,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356274.1","Calyptomena_viridis_MN356274.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Calyptomenidae","Calyptomena_viridis",3.97945e-10,7.911796e-09,"Birds1634",43.71273603,35.37806039,3.852941176,25.34382629,3.859830017,25.91161194,24.77541504,0.07742183,0.096420605,0.040874656,0.047497664,0.075453271,0.028839547,25,23,"Terrestrial",NA,58.49999999,11.64286697,1.56857837,1.7,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"AF090340.1","Smithornis_sharpei_AF090340.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Calyptomenidae","Smithornis_sharpei",3.56819e-10,7.515964e-09,"Birds1634",43.71273603,35.37806039,2.782352941,22.4482666,6.850198364,23.453479,21.51249695,0.041449106,0.096374101,0.043005026,0.039843899,0.075627408,0.029158365,24,23,"Terrestrial",NA,37.50000002,9.203930516,1.425351003,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356372.1","Sapayoa_aenigma_MN356372.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Sapayoidae","Sapayoa_aenigma",3.05114e-10,9.797166e-09,"Birds1634",43.71273603,37.33865878,5.714285714,24.90037842,2.545057068,25.28072205,24.56230774,0.019800414,0.098679568,0.052333258,0.024732805,0.077370736,0.036551269,20,22,"Terrestrial",NA,20.8,8.583799876,1.038645037,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Average of family","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356273.1","Pitta_sordida_MN356273.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Pittidae","Pitta_sordida",3.28876e-10,5.600869e-09,"Birds1634",43.71273603,4.9503591,12.29684418,23.80626526,19.06880249,26.02837524,20.70715027,0.134133152,0.107128568,0.087408865,0.166915664,0.08304198,0.055698845,29,27,"Terrestrial",NA,64.50000005,8.315794732,1.412108844,3.2,"Long Migratory","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KJ680302.1","Pitta_nympha_KJ680302.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Pittidae","Pitta_nympha",2.77869e-10,6.714328e-09,"Birds1634",43.71273603,4.9503591,23.96875,18.24521484,61.99958984,26.35761719,9.292327881,0.134133152,0.107024956,0.084071264,0.166915664,0.082591583,0.063253284,29,27,"Terrestrial",NA,88.2799999,8.625415772,1.337424763,4.9,"Long Migratory","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356177.1","Sakesphorus_luctuosus_MN356177.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Thamnophilidae","Sakesphorus_luctuosus",2.54614e-10,1.0349773e-08,"Birds1623",38.30094647,15.64570001,6.312865497,25.53894958,6.515706787,26.65484314,24.79958801,0.10681496,0.113493266,0.086876903,0.114881951,0.090631942,0.072293956,31,30,"Terrestrial",NA,31.39999999,8.63754429,1.155409639,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Average of family","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KJ909192.1","Thamnophilus_nigrocinereus_KJ909192.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Thamnophilidae","Thamnophilus_nigrocinereus",2.94515e-10,1.1734073e-08,"Birds1623",38.30094647,13.56191265,3.662790698,25.15269165,5.642115479,25.990448,24.32938995,0.229279822,0.115338148,0.154224491,0.277102481,0.094352829,0.169253825,36,36,"Terrestrial",NA,30.00000002,8.799811058,1.364057972,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356411.1","Rhegmatorhina_hoffmannsi_MN356411.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Thamnophilidae","Rhegmatorhina_hoffmannsi",3.2847e-10,1.2251163e-08,"Birds1623",38.30094647,13.56191265,9.533707865,24.96829529,5.807525024,25.89686279,24.19029846,0.323143582,0.11440377,0.127320684,0.403675766,0.091239731,0.121864305,35,35,"Terrestrial",NA,31.39999999,8.711246021,1.20375169,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Average of family","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356174.1","Grallaria_varia_MN356174.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Grallariidae","Grallaria_varia",2.85012e-10,1.3331254e-08,"Birds1623",38.30094647,36.05966278,10.6300813,24.06596985,12.22517456,25.70060425,22.33631287,0.074622174,0.106344548,0.050598781,0.067822592,0.081878223,0.032482677,29,28,"Terrestrial",NA,118.9999999,8.303789805,1.789404988,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KJ909189.1","Scytalopus_magellanicus_KJ909189.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Rhinocryptidae","Scytalopus_magellanicus",1.79604e-10,7.361024e-09,"Birds1623",38.30094647,9.72468759,44.84693878,5.994345093,36.68068115,11.12282944,0.991138363,0.220654826,0.107860611,0.065686436,0.072274408,0.082547046,0.06424001,36,31,"Terrestrial",NA,13.67000001,8.721745868,1.12403183,2.4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356266.1","Scytalopus_superciliaris_MN356266.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Rhinocryptidae","Scytalopus_superciliaris",4.68005e-10,1.2054976e-08,"Birds1623",38.30094647,9.72468759,26,14.39844666,40.94138184,19.14904175,7.866007996,0.192453969,0.105476891,0.099435542,0.129333917,0.082795596,0.067128531,35,35,"Terrestrial",NA,17.79999999,8.777170339,1.230773122,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356207.1","Formicarius_rufipectus_MN356207.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Formicariidae","Formicarius_rufipectus",4.38485e-10,1.7131975e-08,"Birds1623",38.30094647,32.62635084,6.602941176,17.71845398,5.542164307,18.28945007,16.72150574,0.090019049,0.106852982,0.089219602,NA,NA,NA,27,NA,"Terrestrial",NA,74.40000008,10.1010496,1.421534095,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356175.1","Sclerurus_mexicanus_MN356175.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Furnariidae","Sclerurus_mexicanus",3.27023e-10,1.1088162e-08,"Birds1623",38.30094647,25.70498545,7.151862464,24.65846558,6.822124634,25.62286987,23.64925995,0.111368363,0.116879169,0.083549932,0.068440434,0.119335456,0.059955579,29,27,"Terrestrial",NA,25.09999997,6.559289563,1.316974853,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356287.1","Furnarius_figulus_MN356287.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Furnariidae","Furnarius_figulus",3.50502e-10,1.4067283e-08,"Birds1623",38.30094647,20.94692505,10.62820513,25.05726776,12.12247803,26.74320679,23.29644623,0.269393151,0.238368552,0.10048859,0.219090214,0.198321573,0.110119816,40,35,"Terrestrial",NA,27.99999998,9.036891784,1.345645851,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356445.1","Xiphorhynchus_elegans_MN356445.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Furnariidae","Xiphorhynchus_elegans",2.358e-10,1.104594e-08,"Birds1623",38.30094647,8.51053492,7.016666667,24.72630005,5.588792114,25.46182098,23.78217468,0.305579249,0.234343634,0.158643798,0.301878933,0.198522163,0.150468097,34,34,"Terrestrial",NA,34.49999999,9.267838511,1.402131925,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KY628989.1","Lepidocolaptes_angustirostris_KY628989.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Furnariidae","Lepidocolaptes_angustirostris",3.62755e-10,1.4846987e-08,"Birds1623",38.30094647,6.52754633,18.63392857,22.99325104,24.12889893,26.08968201,19.32714996,0.336019433,0.234870723,0.251535692,0.415703131,0.199044315,0.222831915,36,37,"Terrestrial",NA,29.58999999,7.270046869,1.211179223,3.5,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356180.1","Campylorhamphus_procurvoides_MN356180.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Furnariidae","Campylorhamphus_procurvoides",4.12456e-10,1.7208697e-08,"Birds1623",38.30094647,6.52754633,3.639194139,25.08347931,5.415377808,25.90042419,24.30380859,0.388525449,0.234466847,0.167151495,0.349355581,0.198893432,0.126227737,35,35,"Terrestrial",NA,33.5,7.262823203,1.341086839,2.5,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356173.1","Cephalopterus_ornatus_MN356173.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Cotingidae","Cephalopterus_ornatus",3.3104e-10,8.872514e-09,"Birds1611",34.03468797,27.6508696,6.8125,24.74680939,6.112624512,25.60443115,23.7736496,0.45202682,0.10983586,0.090108646,0.17941675,0.088953333,0.046467074,33,31,"Terrestrial",NA,380.0000003,16.89873407,2.384250101,1,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN602289.1","Rupicola_peruvianus_MN602289.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Cotingidae","Rupicola_peruvianus",3.427e-10,8.315496e-09,"Birds1611",34.03468797,27.6508696,7.365853659,17.15140228,5.986635132,17.76801605,16.06788788,0.074794383,0.10740252,0.065533724,0.102377278,0.088909178,0.037072516,26,28,"Terrestrial",NA,242.5,10.66085171,1.857956312,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356341.1","Onychorhynchus_coronatus_MN356341.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tityridae","Onychorhynchus_coronatus",3.37656e-10,9.369931e-09,"Birds1611",34.03468797,30.43097025,5.531858407,24.96755524,5.837833862,25.80755615,24.08997192,0.10116739,0.107169894,0.046535923,0.051964788,0.08937693,0.039019406,26,24,"Terrestrial",NA,14.00000001,7.683103652,1.173910358,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356240.1","Oxyruncus_cristatus_MN356240.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tityridae","Oxyruncus_cristatus",3.13251e-10,1.1699473e-08,"Birds1611",34.03468797,25.11343606,12.55426357,23.14660187,15.0395874,24.99977112,20.84224396,0.027912068,0.108936902,0.068060931,0.029646508,0.093627387,0.056123435,24,24,"Terrestrial",NA,41.99999996,11.27815305,1.469467567,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356230.1","Pachyramphus_minor_MN356230.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tityridae","Pachyramphus_minor",3.20475e-10,1.2276323e-08,"Birds1611",34.03468797,25.11343606,6.388888889,24.96641541,6.603800659,25.92323608,23.98290558,0.124541649,0.107481842,0.097206826,0.147637446,0.089093746,0.078487584,31,31,"Terrestrial",NA,36.59999997,9.530171868,1.206639408,4.9,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KJ909196.1","Lepidothrix_coronata_KJ909196.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Pipridae","Lepidothrix_coronata",3.64331e-10,1.0431524e-08,"Birds1611",34.03468797,30.44565646,5.815028902,24.43694153,5.093702698,25.0581131,23.52109528,0.27207683,0.252687566,0.159177719,0.325052756,0.219437816,0.110160418,29,31,"Terrestrial",NA,8.340000007,8.045692296,1.068725297,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356298.1","Piprites_chloris_MN356298.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tyrannidae","Piprites_chloris",3.51313e-10,1.3429688e-08,"Birds1611",34.03468797,28.2356404,7.834265734,24.45814209,7.714703979,25.50606079,23.28679047,0.036366123,0.107866719,0.057260838,0.036916302,0.089193026,0.040929861,26,26,"Terrestrial",NA,16.00000001,7.574633609,1.057040653,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Average of family","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KJ742590.1","Mionectes_oleagineus_KJ742590.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tyrannidae","Mionectes_oleagineus",5.13066e-10,4.966284e-09,"Birds1611",34.03468797,2.11162521,8.009289617,24.82310028,7.281976318,25.85916443,23.7397522,0.187144996,0.109956073,0.064408532,0.188692798,0.090977396,0.060264935,33,34,"Terrestrial",NA,11.17,8.5,1.007888863,3.2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
