,Seq.Names,Order.FTL,Family.FTL,Tree.Tips,Clade.Sizes,Lineages,Sisters,Sister,Label,Tree.Tip,Clade.Size
2139,Siganus_sutor_MG677546.1,Incertae_sedis_in_Eupercaria,Siganidae,Incertae_sedis_in_Eupercaria_Siganidae,28,Lineage1,79,,,,
2140,Siganus_guttatus_KJ420577.1,Incertae_sedis_in_Eupercaria,Siganidae,Incertae_sedis_in_Eupercaria_Siganidae,28,Lineage1,79,,,,
2141,Siganus_puellus_KF709954.1,Incertae_sedis_in_Eupercaria,Siganidae,Incertae_sedis_in_Eupercaria_Siganidae,28,Lineage1,79,,,,
2142,Siganus_unimaculatus_AP006031.1,Incertae_sedis_in_Eupercaria,Siganidae,Incertae_sedis_in_Eupercaria_Siganidae,28,Lineage1,79,,,,
2143,Siganus_vulpinus_KM233212.1,Incertae_sedis_in_Eupercaria,Siganidae,Incertae_sedis_in_Eupercaria_Siganidae,28,Lineage1,79,79,Siganidae,Incertae_sedis_in_Eupercaria_Siganidae,28
2144,Antigonia_capros_AP002943.1,Incertae_sedis_in_Eupercaria,Caproidae,Incertae_sedis_in_Eupercaria_Caproidae,18,Lineage2,79,79,Caproidae,Incertae_sedis_in_Eupercaria_Caproidae,18
2145,Capros_aper_AP009159.1,Incertae_sedis_in_Eupercaria,Caproidae,Incertae_sedis_in_Eupercaria_Caproidae,18,Lineage2,79,,,,
2146,Pristigenys_niphonia_KX641477.1,Incertae_sedis_in_Eupercaria,Priacanthidae,Incertae_sedis_in_Eupercaria_Priacanthidae,19,Lineage1,80,,,,
2147,Heteropriacanthus_cruentatus_MZ042267.1,Incertae_sedis_in_Eupercaria,Priacanthidae,Incertae_sedis_in_Eupercaria_Priacanthidae,19,Lineage1,80,,,,
2148,Priacanthus_macracanthus_KT897925.1,Incertae_sedis_in_Eupercaria,Priacanthidae,Incertae_sedis_in_Eupercaria_Priacanthidae,19,Lineage1,80,,,,
2149,Priacanthus_tayenus_KX891352.1,Incertae_sedis_in_Eupercaria,Priacanthidae,Incertae_sedis_in_Eupercaria_Priacanthidae,19,Lineage1,80,80,Priacanthidae,Incertae_sedis_in_Eupercaria_Priacanthidae,19
2150,Scatophagus_argus_KC790398.1,Incertae_sedis_in_Eupercaria,Scatophagidae,Incertae_sedis_in_Eupercaria_Scatophagidae,4,Lineage2,80,80,Scatophagidae,Incertae_sedis_in_Eupercaria_Scatophagidae,4
2151,Selenotoca_multifasciata_KP728238.1,Incertae_sedis_in_Eupercaria,Scatophagidae,Incertae_sedis_in_Eupercaria_Scatophagidae,4,Lineage2,80,,,,
2152,Drepane_longimana_KP164983.1,Ephippiformes,Drepaneidae,Ephippiformes_Drepaneidae,3,Lineage1,81,81,Drepaneidae,Ephippiformes_Drepaneidae,3
2153,Platax_orbicularis_AP006825.1,Ephippiformes,Ephippidae,Ephippiformes_Ephippidae,15,Lineage2,81,81,Ephippidae,Ephippiformes_Ephippidae,15
2154,Platax_teira_KJ668153.1,Ephippiformes,Ephippidae,Ephippiformes_Ephippidae,15,Lineage2,81,,,,
2155,Ephippus_orbis_KR701905.1,Ephippiformes,Ephippidae,Ephippiformes_Ephippidae,15,Lineage2,81,,,,
2156,Luvarus_imperialis_AP009161.1,Acanthuriformes,Luvaridae,Acanthuriformes_Luvaridae,1,,,,,,
2157,Naso_lopezi_AP009163.1,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,,,,
2158,Prionurus_biafraensis_MN703417.1,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,,,,
2159,Prionurus_laticlavius_MN703418.1,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,,,,
2160,Paracanthurus_hepatus_KT826539.1,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,,,,
2161,Zebrasoma_flavescens_AP006032.1,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,,,,
2162,Acanthurus_lineatus_EU273284.2,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,,,,
2163,Acanthurus_leucosternon_EU136032.1,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,,,,
2164,Ctenochaetus_striatus_KU244260.1,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,,,,
2165,Ctenochaetus_tominiensis_MW405962.1,Acanthuriformes,Acanthuridae,Acanthuriformes_Acanthuridae,82,Lineage1,82,82,Acanthuridae,Acanthuriformes_Acanthuridae,82
2166,Zanclus_cornutus_AP009162.1,Acanthuriformes,Zanclidae,Acanthuriformes_Zanclidae,1,Lineage2,82,82,Zanclidae,Acanthuriformes_Zanclidae,1
2167,Johnius_distinctus_MF083699.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2168,Johnius_carouna_MF004312.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2169,Menticirrhus_littoralis_MT199157.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2170,Sciaenops_ocellatus_JQ286004.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2171,Micropogonias_furnieri_MW646294.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2172,Johnius_trewavasae_MF083700.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2173,Pseudotolithus_elongatus_MN251863.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2174,Pseudotolithus_typus_MW465657.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2175,Argyrosomus_amoyensis_KM257863.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2176,Argyrosomus_japonicus_JQ728563.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2177,Miichthys_miiuy_HM447240.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2178,Pennahia_pawak_KY978753.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2179,Bahaba_taipingensis_JX232404.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2180,Larimichthys_polyactis_GU586227.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2181,Larimichthys_crocea_FJ595214.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2182,Collichthys_lucidus_HM447239.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2183,Collichthys_niveatus_JN678726.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2184,Atrobucca_nibe_MK530652.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2185,Protonibea_diacanthus_KY117237.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2186,Johnius_grypotus_KC491206.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2187,Nibea_coibor_KM373207.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2188,Nibea_mitsukurii_NC_034350.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2189,Chrysochir_aureus_MF004313.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2190,Nibea_albiflora_HQ890947.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2191,Pennahia_argentata_HQ890946.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2192,Otolithes_ruber_KX929060.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2193,Johnius_amblycephalus_MF083698.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2194,Dendrophysa_russelii_JQ728562.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2195,Johnius_belangerii_KF211426.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2196,Johnius_borneensis_MG917696.1,Incertae_sedis_in_Eupercaria,Sciaenidae,Incertae_sedis_in_Eupercaria_Sciaenidae,284,,,,,,
2197,Hoplolatilus_cuniculus_NC_024197.1,Incertae_sedis_in_Eupercaria,Malacanthidae,Incertae_sedis_in_Eupercaria_Malacanthidae,45,,,,,,
2198,Branchiostegus_albus_EU861053.1,Incertae_sedis_in_Eupercaria,Malacanthidae,Incertae_sedis_in_Eupercaria_Malacanthidae,45,,,,,,
2199,Branchiostegus_argentatus_EU861054.1,Incertae_sedis_in_Eupercaria,Malacanthidae,Incertae_sedis_in_Eupercaria_Malacanthidae,45,,,,,,
2200,Branchiostegus_japonicus_EU861052.1,Incertae_sedis_in_Eupercaria,Malacanthidae,Incertae_sedis_in_Eupercaria_Malacanthidae,45,,,,,,
2201,Monotaxis_grandoculis_AP009166.1,Spariformes,Lethrinidae,Spariformes_Lethrinidae,38,,,,,,
2202,Lethrinus_laticaudis_KU530221.1,Spariformes,Lethrinidae,Spariformes_Lethrinidae,38,,,,,,
2203,Lethrinus_obsoletus_AP009165.1,Spariformes,Lethrinidae,Spariformes_Lethrinidae,38,,,,,,
2204,Dentex_angolensis_MH593823.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2205,Dentex_hypselosomus_MK978157.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2206,Parargyrops_edita_EF107158.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2207,Pagrus_major_AP002949.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2208,Sparus_aurata_KT805959.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2209,Pagrus_caeruleostictus_MN319701.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2210,Pagrus_auriga_AB124801.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2211,Dentex_dentex_MG727892.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2212,Dentex_gibbosus_MG653593.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2213,Pagellus_erythrinus_MG653592.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2214,Spicara_maena_AP009164.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2215,Pagellus_acarne_MG736083.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2216,Pagellus_bogaraveo_AB305023.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2217,Rhabdosargus_sarba_KM272585.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2218,Acanthopagrus_latus_MN909968.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2219,Acanthopagrus_schlegelii_KT805958.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2220,Diplodus_sargus_MW559786.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,,,,
2221,Diplodus_puntazzo_MT319027.1,Spariformes,Sparidae,Spariformes_Sparidae,142,Lineage1,83,83,Sparidae,Spariformes_Sparidae,142
2222,Scolopsis_ciliata_MH995531.1,Spariformes,Nemipteridae,Spariformes_Nemipteridae,67,Lineage2,83,83,Nemipteridae,Spariformes_Nemipteridae,67
2223,Scolopsis_vosmeri_KT692978.1,Spariformes,Nemipteridae,Spariformes_Nemipteridae,67,Lineage2,83,,,,
2224,Nemipterus_virgatus_KR701906.1,Spariformes,Nemipteridae,Spariformes_Nemipteridae,67,Lineage2,83,,,,
2225,Nemipterus_hexodon_MK978155.1,Spariformes,Nemipteridae,Spariformes_Nemipteridae,67,Lineage2,83,,,,
2226,Nemipterus_bathybius_KT375565.1,Spariformes,Nemipteridae,Spariformes_Nemipteridae,67,Lineage2,83,,,,
2227,Hapalogenys_analis_JX435822.1,Incertae_sedis_in_Eupercaria,Hapalogenyidae,Incertae_sedis_in_Eupercaria_Hapalogenyidae,7,,,,,,
2228,Hapalogenys_nigripinnis_HM754620.1,Incertae_sedis_in_Eupercaria,Hapalogenyidae,Incertae_sedis_in_Eupercaria_Hapalogenyidae,7,,,,,,
2229,Chelmon_rostratus_KM978959.1,Chaetodontiformes,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129,Lineage1,84,,,,
2230,Heniochus_chrysostomus_MW136414.1,Chaetodontiformes,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129,Lineage1,84,,,,
2231,Heniochus_diphreutes_AP006005.1,Chaetodontiformes,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129,Lineage1,84,,,,
2232,Heniochus_acuminatus_MW039154.1,Chaetodontiformes,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129,Lineage1,84,,,,
2233,Chaetodon_octofasciatus_MH094803.1,Chaetodontiformes,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129,Lineage1,84,,,,
2234,Chaetodon_speculum_MW363870.1,Chaetodontiformes,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129,Lineage1,84,,,,
2235,Chaetodon_auripes_AP006004.1,Chaetodontiformes,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129,Lineage1,84,,,,
2236,Chaetodon_wiebeli_MN170515.1,Chaetodontiformes,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129,Lineage1,84,84,Chaetodontidae,Chaetodontiformes_Chaetodontidae,129
2237,Leiognathus_ruconius_MN251862.1,Chaetodontiformes,Leiognathidae,Chaetodontiformes_Leiognathidae,48,Lineage2,84,84,Leiognathidae,Chaetodontiformes_Leiognathidae,48
2238,Photopectoralis_bindus_MG677547.1,Chaetodontiformes,Leiognathidae,Chaetodontiformes_Leiognathidae,48,Lineage2,84,,,,
2239,Chaetodontoplus_poliourus_MH517023.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2240,Chaetodontoplus_mesoleucus_KP218262.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2241,Chaetodontoplus_conspicillatus_KP033452.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2242,Chaetodontoplus_septentrionalis_AP006007.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2243,Pomacanthus_xanthometopon_KP218258.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2244,Pomacanthus_imperator_KP218259.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2245,Apolemichthys_arcuatus_KP965871.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2246,Centropyge_eibli_KT001113.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2247,Centropyge_vrolikii_MF001440.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2248,Centropyge_flavissima_KT275257.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2249,Centropyge_interrupta_KU365899.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2250,Centropyge_heraldi_KR870992.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2251,Centropyge_nox_KR870993.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2252,Holacanthus_tricolor_KP965873.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2253,Holacanthus_africanus_KP898264.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2254,Holacanthus_ciliaris_KP965874.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2255,Holacanthus_passer_KP965872.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2256,Holacanthus_clarionensis_KP218260.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2257,Pygoplites_diacanthus_KP898265.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2258,Centropyge_aurantia_KP973959.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2259,Centropyge_venusta_KR870988.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2260,Centropyge_deborae_KX499480.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2261,Paracentropyge_multifasciata_KP965875.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2262,Apolemichthys_trimaculatus_MZ411565.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2263,Apolemichthys_armitagei_KP965870.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2264,Apolemichthys_kingi_KP218261.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2265,Genicanthus_lamarck_KT001111.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2266,Genicanthus_melanospilos_KR870991.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2267,Genicanthus_semifasciatus_KP965876.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2268,Genicanthus_bellus_KP965877.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2269,Apolemichthys_griffisi_KP898263.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2270,Centropyge_flavicauda_KR870989.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2271,Centropyge_acanthops_KR870990.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2272,Centropyge_loricula_AP006006.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2273,Centropyge_multicolor_KP973958.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2274,Centropyge_joculator_KR152650.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2275,Centropyge_bispinosa_KP013100.1,Incertae_sedis_in_Eupercaria,Pomacanthidae,Incertae_sedis_in_Eupercaria_Pomacanthidae,89,,,,,,
2276,Parapristipoma_trilineatum_AP009168.1,Incertae_sedis_in_Eupercaria,Haemulidae,Incertae_sedis_in_Eupercaria_Haemulidae,137,Lineage1,85,,,,
2277,Plectorhinchus_cinctus_KJ690267.1,Incertae_sedis_in_Eupercaria,Haemulidae,Incertae_sedis_in_Eupercaria_Haemulidae,137,Lineage1,85,,,,
2278,Plectorhinchus_lineatus_KM099284.1,Incertae_sedis_in_Eupercaria,Haemulidae,Incertae_sedis_in_Eupercaria_Haemulidae,137,Lineage1,85,,,,
2279,Plectorhinchus_vittatus_KP976103.1,Incertae_sedis_in_Eupercaria,Haemulidae,Incertae_sedis_in_Eupercaria_Haemulidae,137,Lineage1,85,,,,
2280,Plectorhinchus_chaetodonoides_MW411455.1,Incertae_sedis_in_Eupercaria,Haemulidae,Incertae_sedis_in_Eupercaria_Haemulidae,137,Lineage1,85,,,,
2281,Diagramma_picta_AP009167.1,Incertae_sedis_in_Eupercaria,Haemulidae,Incertae_sedis_in_Eupercaria_Haemulidae,137,Lineage1,85,,,,
2282,Pomadasys_kaakan_MW421307.1,Incertae_sedis_in_Eupercaria,Haemulidae,Incertae_sedis_in_Eupercaria_Haemulidae,137,Lineage1,85,85,Haemulidae,Incertae_sedis_in_Eupercaria_Haemulidae,137
2283,Caesio_cuning_KP874185.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,85,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133
2284,Pristipomoides_multidens_KF430626.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2285,Pterocaesio_tile_AP004447.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2286,Lutjanus_malabaricus_FJ824741.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2287,Lutjanus_erythropterus_KP939271.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2288,Lutjanus_sebae_FJ824742.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2289,Lutjanus_argentimaculatus_JN182927.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2290,Lutjanus_peru_KR362299.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2291,Lutjanus_fulgens_MN398650.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2292,Lutjanus_rivulatus_AP006000.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2293,Lutjanus_stellatus_MW485060.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2294,Lutjanus_johnii_KJ643926.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2295,Lutjanus_kasmira_FJ416614.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2296,Lutjanus_bengalensis_FJ171339.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2297,Lutjanus_fulviflamma_MH995530.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2298,Lutjanus_carponotatus_MK092066.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2299,Lutjanus_russellii_EF514208.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2300,Lutjanus_vitta_MH675887.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2301,Lutjanus_ophuysenii_MZ042266.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2302,Lutjanus_guttatus_KT724723.1,Incertae_sedis_in_Eupercaria,Lutjanidae,Incertae_sedis_in_Eupercaria_Lutjanidae,133,Lineage2,85,,,,
2303,Monodactylus_argenteus_AP009169.1,Incertae_sedis_in_Eupercaria,Monodactylidae,Incertae_sedis_in_Eupercaria_Monodactylidae,6,Lineage1,86,86,Monodactylidae,Incertae_sedis_in_Eupercaria_Monodactylidae,6
2304,Emmelichthys_struhsakeri_AP004446.1,Incertae_sedis_in_Eupercaria,Emmelichthyidae,Incertae_sedis_in_Eupercaria_Emmelichthyidae,17,Lineage2,86,86,Emmelichthyidae+Dinopercidae,Incertae_sedis_in_Eupercaria_Emmelichthyidae,19
2305,Sillago_indica_KM186884.1,Incertae_sedis_in_Eupercaria,Sillaginidae,Incertae_sedis_in_Eupercaria_Sillaginidae,33,Lineage1,87,,,,
2306,Sillaginopsis_panijus_MT460675.1,Incertae_sedis_in_Eupercaria,Sillaginidae,Incertae_sedis_in_Eupercaria_Sillaginidae,33,Lineage1,87,,,,
2307,Sillago_aeolus_KM234972.1,Incertae_sedis_in_Eupercaria,Sillaginidae,Incertae_sedis_in_Eupercaria_Sillaginidae,33,Lineage1,87,,,,
2308,Sillago_asiatica_KM350211.1,Incertae_sedis_in_Eupercaria,Sillaginidae,Incertae_sedis_in_Eupercaria_Sillaginidae,33,Lineage1,87,,,,
